Color,Pawn,X,Y,Turn
blue,3,1,1,0
orange,3,2,3,1
blue,1,0,1,2
orange,3,3,4,3
blue,1,1,2,4
orange,2,3,3,5
blue,3,2,0,6
orange,2,1,4,7
blue,3,4,2,8
orange,1,1,3,9
blue,1,3,4,10
orange,3,2,3,11
blue,3,2,0,12
orange,1,3,1,13
blue,1,1,2,14
orange,2,2,2,15
blue,1,2,3,16
orange,2,3,0,17
blue,1,4,1,18
orange,3,3,4,19
blue,2,2,1,20
orange,2,4,2,21
blue,1,3,2,22
orange,1,0,4,23
blue,1,4,3,24
orange,1,3,1,25
blue,3,1,1,26
orange,1,2,2,27
blue,2,4,0,28
orange,2,3,4,29
blue,3,0,2,30
orange,3,0,1,31
blue,1,1,0,32
orange,1,3,1,33
blue,3,1,1,34
orange,3,3,4,35
blue,3,4,4,36
orange,1,4,0,37
blue,3,3,3,38
orange,3,0,1,39
blue,3,2,4,40
orange,2,2,2,41
blue,3,1,3,42
orange,2,4,1,43
blue,1,4,3,44
orange,1,1,3,45
blue,3,0,2,46
orange,3,1,2,47
blue,1,1,0,48
orange,3,2,3,49
blue,1,2,1,50
orange,2,3,3,51
blue,1,1,0,52
orange,2,1,2,53
blue,1,0,1,54
orange,2,3,3,55
blue,2,3,2,56
orange,1,1,3,57
blue,2,1,1,58
orange,3,1,4,59
blue,1,3,4,60
orange,1,0,4,61
blue,2,0,3,62
orange,2,4,1,63
blue,2,1,1,64
orange,2,2,2,65
blue,1,2,3,66
orange,1,4,0,67
blue,3,1,3,68
orange,2,1,0,69
blue,1,3,4,70
orange,2,2,2,71
blue,2,2,3,72
orange,2,1,0,73
blue,1,0,1,74
orange,2,2,2,75
blue,1,3,4,76
orange,2,1,0,77
blue,3,2,2,78
orange,1,2,2,79
blue,3,0,4,80
orange,2,3,1,81
blue,1,2,3,82
orange,1,4,0,83
blue,1,3,4,84
orange,2,4,3,85
blue,1,0,1,86
orange,1,1,3,87
blue,2,4,4,88
orange,2,3,1,89
blue,1,3,4,90
orange,2,1,0,91
blue,2,2,3,92
orange,1,2,4,93
blue,2,4,4,94
orange,1,1,3,95
blue,1,2,3,96
orange,1,2,4,97
blue,3,2,2,98
orange,1,0,2,99
blue,1,3,2,100
orange,1,2,4,101
blue,1,1,4,102
orange,1,1,3,103
blue,3,3,1,104
orange,3,3,2,105
blue,3,4,0,106
orange,1,2,4,107
blue,1,4,3,108
orange,3,4,1,109
blue,1,3,4,110
orange,2,3,1,111
blue,2,3,2,112
orange,1,4,2,113
blue,1,4,3,114
orange,1,2,4,115
blue,2,2,0,116
orange,1,0,2,117
blue,1,1,0,118
orange,1,1,1,119
blue,2,0,1,120
orange,1,0,2,121
blue,1,3,2,122
orange,2,2,3,123
blue,3,1,3,124
orange,2,4,4,125
blue,3,2,4,126
orange,1,2,0,127
blue,1,2,1,128
orange,3,3,0,129
blue,1,0,3,130
orange,3,2,1,131
blue,3,3,3,132
orange,3,1,0,133
blue,1,1,2,134
orange,1,4,2,135
blue,1,3,4,136
orange,2,2,3,137
blue,2,2,2,138
orange,1,2,0,139
blue,2,3,0,140
orange,1,4,2,141
blue,2,2,2,142
orange,2,3,1,143
blue,3,1,1,144
orange,3,4,3,145
blue,2,0,3,146
orange,1,3,1,147
blue,3,3,3,148
orange,2,2,3,149
blue,3,2,2,150
orange,1,4,1,151
blue,3,0,4,152
orange,2,4,4,153
blue,1,4,3,154
orange,3,3,4,155
blue,1,4,3,156
orange,1,1,4,157
blue,1,3,4,158
orange,1,3,2,159
blue,1,4,3,160
orange,3,2,3,161
blue,2,1,1,162
orange,3,1,4,163
blue,2,0,3,164
orange,1,1,4,165
blue,3,4,0,166
orange,1,0,3,167
blue,1,3,2,168
orange,2,2,3,169
blue,1,2,1,170
orange,2,4,4,171
blue,3,1,3,172
orange,3,3,2,173
blue,1,3,2,174
orange,3,1,4,175
blue,1,4,1,176
orange,2,2,3,177
blue,3,2,4,178
orange,1,3,0,179
blue,1,3,2,180
orange,1,4,1,181
blue,1,1,0,182
orange,2,3,1,183
blue,2,1,1,184
orange,3,2,3,185
blue,2,3,2,186
orange,2,2,3,187
blue,3,1,3,188
orange,1,1,4,189
blue,1,4,3,190
orange,2,1,1,191
blue,3,3,1,192
orange,3,3,4,193
blue,3,1,3,194
orange,1,3,2,195
blue,1,2,1,196
orange,1,2,3,197
blue,1,1,2,198
orange,2,3,0,199
blue,2,2,4,200
orange,2,4,2,201
blue,1,0,3,202
orange,1,0,1,203
blue,1,1,2,204
orange,1,1,0,205
blue,3,0,2,206
orange,2,2,1,207
blue,1,2,1,208
orange,2,1,3,209
blue,1,0,4,210
orange,1,4,3,211
blue,2,3,2,212
orange,1,1,0,213
blue,3,2,4,214
orange,2,2,1,215
blue,1,4,0,216
orange,1,2,1,217
blue,2,1,3,218
orange,1,3,2,219
blue,3,4,2,220
orange,1,1,0,221
blue,1,1,3,222
orange,3,4,3,223
blue,3,2,4,224
orange,2,0,0,225
blue,2,3,2,226
orange,1,0,1,227
blue,1,4,1,228
orange,3,2,1,229
blue,2,2,0,230
orange,3,3,2,231
blue,3,1,3,232
orange,2,1,2,233
blue,1,2,3,234
orange,2,3,3,235
blue,3,0,2,236
orange,3,2,1,237
blue,3,1,3,238
orange,2,1,2,239
blue,3,0,4,240
orange,2,2,4,241
blue,2,1,2,242
orange,2,3,2,243
blue,3,4,0,244
orange,1,1,0,245
blue,1,4,1,246
orange,2,4,4,247
blue,1,2,3,248
orange,1,2,1,249
blue,1,3,4,250
orange,3,4,3,251
blue,1,2,3,252
orange,2,3,2,253
blue,3,3,1,254
orange,2,1,3,255
blue,1,1,4,256
orange,1,3,2,257
blue,2,3,3,258
orange,1,4,3,259
blue,1,3,2,260
orange,2,3,4,261
blue,3,1,3,262
orange,2,1,3,263
blue,3,4,0,264
orange,2,2,1,265
blue,1,4,1,266
orange,2,1,3,267
blue,3,3,1,268
orange,1,1,0,269
blue,2,1,2,270
orange,3,3,2,271
blue,1,3,2,272
orange,2,2,1,273
blue,2,0,4,274
orange,3,1,4,275
blue,1,4,1,276
orange,3,3,2,277
blue,1,3,2,278
orange,2,4,2,279
blue,3,1,3,280
orange,3,4,3,281
blue,1,3,4,282
orange,3,2,1,283
blue,1,2,3,284
orange,1,2,1,285
blue,1,1,4,286
orange,3,0,3,287
blue,3,4,0,288
orange,1,1,2,289
blue,1,0,3,290
orange,3,1,4,291
blue,1,0,3,292
orange,1,3,4,293
blue,1,2,1,294
orange,3,3,2,295
blue,1,1,0,296
orange,3,2,1,297
blue,2,2,3,298
orange,2,3,0,299
blue,2,3,1,300
orange,1,1,2,301
blue,1,4,3,302
orange,2,4,2,303
blue,1,2,1,304
orange,2,3,0,305
blue,1,3,0,306
orange,2,2,2,307
blue,2,4,3,308
orange,3,3,2,309
blue,1,3,3,310
orange,2,3,4,311
blue,1,4,4,312
orange,3,2,1,313
blue,2,2,4,314
orange,2,2,2,315
blue,1,3,3,316
orange,2,1,0,317
blue,3,3,1,318
orange,2,2,2,319
blue,3,4,0,320
orange,3,1,0,321
blue,2,4,3,322
orange,2,0,1,323
blue,1,2,4,324
orange,1,2,3,325
blue,1,0,2,326
orange,2,2,0,327
blue,3,0,4,328
orange,2,0,1,329
blue,1,1,1,330
orange,1,1,4,331
blue,1,0,0,332
orange,2,1,3,333
blue,2,3,1,334
orange,2,3,4,335
blue,1,1,1,336
orange,3,4,3,337
blue,2,1,0,338
orange,3,2,1,339
blue,3,2,2,340
orange,2,1,3,341
blue,1,2,0,342
orange,1,4,1,343
blue,3,4,0,344
orange,3,0,3,345
blue,1,1,1,346
orange,2,3,2,347
blue,1,0,2,348
orange,2,1,3,349
blue,1,1,3,350
orange,2,0,1,351
blue,3,1,3,352
orange,3,3,0,353
blue,1,1,2,354
orange,2,2,0,355
blue,3,3,1,356
orange,1,3,2,357
blue,1,2,3,358
orange,1,4,1,359
blue,3,2,2,360
orange,2,1,2,361
blue,3,1,3,362
orange,2,0,0,363
blue,2,0,2,364
orange,1,3,2,365
blue,2,2,1,366
orange,1,4,1,367
blue,1,3,2,368
orange,1,3,0,369
blue,3,2,4,370
orange,1,0,3,371
blue,2,4,2,372
orange,1,1,2,373
blue,1,1,0,374
orange,3,4,1,375
blue,2,2,1,376
orange,1,3,4,377
blue,1,3,2,378
orange,1,2,3,379
blue,3,0,2,380
orange,1,3,4,381
blue,1,1,0,382
orange,1,1,2,383
blue,3,1,3,384
orange,3,2,3,385
blue,2,0,2,386
orange,1,2,3,387
blue,3,0,4,388
orange,2,1,2,389
blue,2,2,1,390
orange,1,4,1,391
blue,2,0,2,392
orange,2,3,3,393
blue,3,4,0,394
orange,2,1,4,395
blue,1,3,2,396
orange,3,3,4,397
blue,1,1,4,398
orange,2,2,2,399
blue,1,3,3,400
orange,1,3,2,401
blue,1,4,2,402
orange,2,0,1,403
blue,1,2,0,404
orange,3,4,3,405
blue,3,3,1,406
orange,2,2,2,407
blue,1,3,1,408
orange,2,1,0,409
blue,1,4,0,410
orange,1,2,3,411
blue,2,2,1,412
orange,2,0,2,413
blue,2,1,3,414
orange,3,3,4,415
blue,2,3,4,416
orange,1,3,2,417
blue,1,2,2,418
orange,1,4,3,419
blue,2,4,2,420
orange,3,2,3,421
blue,2,3,4,422
orange,2,1,0,423
blue,1,1,3,424
orange,1,2,1,425
blue,1,4,0,426
orange,1,4,3,427
blue,3,4,2,428
orange,1,3,4,429
blue,2,2,2,430
orange,1,3,3,431
blue,1,2,2,432
orange,2,0,2,433
blue,2,0,1,434
orange,2,2,1,435
blue,1,1,2,436
orange,1,4,2,437
blue,2,2,2,438
orange,3,3,2,439
blue,2,3,4,440
orange,1,3,3,441
blue,1,3,0,442
orange,2,4,2,443
blue,1,1,2,444
orange,3,4,1,445
blue,2,2,2,446
orange,1,4,4,447
blue,3,2,0,448
orange,2,4,1,449
blue,1,0,1,450
orange,3,3,2,451
blue,2,1,4,452
orange,2,2,0,453
blue,1,1,2,454
orange,3,2,1,455
blue,3,3,1,456
orange,3,3,0,457
blue,1,2,1,458
orange,2,4,3,459
blue,1,1,0,460
orange,1,0,0,461
blue,3,1,3,462
orange,3,1,2,463
blue,1,2,1,464
orange,1,1,1,465
blue,3,0,2,466
orange,3,3,4,467
blue,1,1,2,468
orange,1,2,2,469
blue,1,2,1,470
orange,2,2,4,471
blue,1,4,3,472
orange,1,4,0,473
blue,2,0,2,474
orange,2,0,3,475
blue,3,2,4,476
