Color,Pawn,X,Y,Turn
blue,1,1,1,0
orange,3,2,2,1
blue,2,3,2,2
orange,2,2,3,3
blue,1,3,3,4
orange,2,4,4,5
blue,3,3,1,6
orange,1,2,3,7
blue,1,2,2,8
orange,1,3,4,9
blue,1,1,3,10
orange,2,2,3,11
blue,1,0,4,12
orange,3,0,0,13
blue,2,1,1,14
orange,1,1,2,15
blue,3,1,3,16
orange,1,0,1,17
blue,3,4,0,18
orange,1,3,4,19
blue,2,3,2,20
orange,2,1,1,21
blue,3,3,1,22
orange,1,0,1,23
blue,1,3,1,24
orange,3,2,2,25
blue,1,0,4,26
orange,1,1,2,27
blue,2,4,4,28
orange,1,2,3,29
blue,1,4,0,30
orange,1,3,4,31
blue,1,1,3,32
orange,3,3,3,33
blue,1,4,0,34
orange,1,1,2,35
blue,3,1,3,36
orange,1,0,3,37
blue,1,2,2,38
orange,3,4,2,39
blue,3,0,2,40
orange,3,3,3,41
blue,2,2,3,42
orange,3,2,4,43
blue,1,4,0,44
orange,1,1,4,45
blue,2,3,1,46
orange,3,4,2,47
blue,3,1,3,48
orange,1,4,1,49
blue,1,0,4,50
orange,1,3,2,51
blue,1,4,0,52
orange,1,1,0,53
blue,1,3,1,54
orange,3,2,4,55
blue,1,4,2,56
orange,2,2,3,57
blue,1,3,3,58
orange,2,1,1,59
blue,1,4,2,60
orange,2,3,0,61
blue,2,1,2,62
orange,1,0,1,63
blue,3,0,4,64
orange,3,3,3,65
blue,2,3,1,66
orange,3,0,0,67
blue,3,1,3,68
orange,2,1,1,69
blue,3,0,2,70
orange,2,3,0,71
blue,1,3,1,72
orange,3,4,4,73
blue,2,4,3,74
orange,3,1,1,75
blue,3,1,3,76
orange,1,1,2,77
blue,1,3,4,78
orange,2,2,2,79
blue,2,2,4,80
orange,1,0,1,81
blue,1,4,3,82
orange,1,1,2,83
blue,3,0,4,84
orange,2,0,3,85
blue,3,3,1,86
orange,2,1,1,87
blue,3,1,3,88
orange,3,0,0,89
blue,2,0,3,90
orange,2,2,1,91
blue,3,3,1,92
orange,1,3,0,93
blue,1,2,1,94
orange,2,4,0,95
blue,3,2,2,96
orange,1,0,3,97
blue,3,3,3,98
orange,2,2,1,99
blue,3,4,2,100
orange,3,1,1,101
blue,3,3,3,102
orange,1,1,2,103
blue,3,4,2,104
orange,3,2,2,105
blue,3,2,4,106
orange,3,4,0,107
blue,1,3,2,108
orange,1,2,1,109
blue,3,4,2,110
orange,2,0,2,111
blue,2,2,2,112
orange,2,1,0,113
blue,2,0,1,114
orange,2,2,2,115
blue,2,2,0,116
orange,1,3,3,117
blue,1,2,1,118
orange,2,0,3,119
blue,1,3,2,120
orange,3,3,1,121
blue,2,1,2,122
orange,3,4,0,123
blue,2,2,4,124
orange,3,1,3,125
blue,3,2,0,126
orange,2,1,1,127
blue,3,3,1,128
orange,3,2,2,129
blue,2,1,2,130
orange,2,3,0,131
blue,2,2,0,132
orange,1,4,2,133
blue,1,1,4,134
orange,3,4,4,135
blue,3,2,2,136
orange,1,3,1,137
blue,2,4,1,138
orange,2,1,1,139
blue,3,1,3,140
orange,1,0,4,141
blue,1,0,3,142
orange,1,4,0,143
blue,3,2,4,144
orange,3,3,3,145
blue,1,1,4,146
orange,2,0,3,147
blue,3,1,3,148
orange,3,0,0,149
blue,1,4,1,150
orange,3,2,2,151
blue,1,2,3,152
orange,2,2,4,153
blue,3,0,4,154
orange,2,4,3,155
blue,2,2,0,156
orange,1,2,2,157
blue,1,3,2,158
orange,1,0,0,159
blue,1,1,0,160
orange,1,1,1,161
blue,3,1,3,162
orange,1,3,3,163
blue,1,0,1,164
orange,1,4,4,165
blue,3,0,4,166
orange,2,2,4,167
blue,2,3,2,168
orange,3,1,3,169
blue,1,1,2,170
orange,3,0,2,171
blue,2,4,0,172
orange,3,1,3,173
blue,2,2,1,174
orange,2,0,3,175
blue,1,0,1,176
orange,3,0,2,177
blue,2,3,3,178
orange,3,2,0,179
blue,3,1,3,180
orange,2,2,4,181
blue,2,4,1,182
orange,1,1,1,183
blue,3,4,0,184
orange,1,2,2,185
blue,3,3,1,186
orange,1,1,1,187
blue,3,1,3,188
orange,1,4,4,189
blue,3,0,4,190
orange,2,3,2,191
blue,2,3,3,192
orange,3,3,1,193
blue,1,2,3,194
orange,1,3,3,195
blue,2,4,1,196
orange,2,2,4,197
blue,1,1,2,198
orange,1,2,3,199
blue,1,3,4,200
orange,1,4,1,201
blue,1,1,2,202
orange,3,4,0,203
blue,2,2,2,204
orange,1,3,3,205
blue,1,0,1,206
orange,3,3,1,207
blue,2,3,0,208
orange,1,1,1,209
blue,3,2,2,210
orange,3,4,2,211
blue,3,3,1,212
orange,1,0,2,213
blue,3,2,0,214
orange,1,2,4,215
blue,1,2,3,216
orange,2,3,2,217
blue,3,0,2,218
orange,1,4,3,219
blue,3,1,1,220
orange,3,3,1,221
blue,3,0,0,222
orange,2,4,0,223
blue,3,2,2,224
orange,3,4,2,225
blue,1,0,1,226
orange,3,3,3,227
blue,1,1,2,228
orange,3,4,4,229
blue,3,3,3,230
orange,3,1,1,231
blue,1,2,3,232
orange,3,2,2,233
blue,3,1,1,234
orange,1,2,1,235
blue,2,2,2,236
orange,3,0,4,237
blue,2,1,2,238
orange,1,0,3,239
blue,2,3,3,240
orange,2,2,1,241
blue,1,4,1,242
