Color,Pawn,X,Y,Turn
blue,3,2,2,0
orange,2,0,2,1
blue,3,1,3,2
orange,3,0,0,3
blue,1,3,2,4
orange,3,1,1,5
blue,1,4,3,6
orange,1,1,3,7
blue,1,2,1,8
orange,2,1,4,9
blue,3,0,4,10
orange,2,3,3,11
blue,2,4,1,12
orange,3,2,2,13
blue,1,1,0,14
orange,3,1,3,15
blue,2,2,2,16
orange,2,2,1,17
blue,2,4,3,18
orange,1,1,3,19
blue,1,3,2,20
orange,3,3,1,21
blue,1,4,3,22
orange,3,2,0,23
blue,1,3,4,24
orange,1,1,1,25
blue,2,2,4,26
orange,2,4,0,27
blue,2,1,2,28
orange,1,0,0,29
blue,1,4,3,30
orange,1,1,1,31
blue,3,1,3,32
orange,1,0,0,33
blue,2,3,1,34
orange,1,2,2,35
blue,2,1,2,36
orange,2,2,1,37
blue,2,0,0,38
orange,1,4,0,39
blue,2,1,2,40
orange,2,4,2,41
blue,2,2,0,42
orange,1,1,3,43
blue,1,1,0,44
orange,1,0,2,45
blue,2,4,1,46
orange,2,2,3,47
blue,1,0,1,48
orange,2,1,1,49
blue,2,2,0,50
orange,1,2,0,51
blue,3,3,1,52
orange,2,2,3,53
blue,2,1,2,54
orange,1,2,1,55
blue,2,0,0,56
orange,1,1,0,57
blue,1,2,3,58
orange,1,3,2,59
blue,3,4,0,60
orange,1,4,3,61
blue,2,2,1,62
orange,1,2,1,63
blue,3,3,1,64
orange,1,0,3,65
blue,2,3,3,66
orange,1,1,4,67
blue,3,2,2,68
orange,2,1,1,69
blue,3,4,0,70
orange,3,3,1,71
blue,1,3,3,72
orange,2,2,3,73
blue,2,1,2,74
orange,2,0,4,75
blue,1,2,1,76
orange,2,2,3,77
blue,1,3,2,78
orange,2,1,1,79
blue,1,1,0,80
orange,1,4,1,81
blue,2,0,0,82
orange,1,3,2,83
blue,1,0,1,84
orange,3,4,2,85
blue,3,0,4,86
orange,3,2,0,87
blue,3,1,3,88
orange,1,4,3,89
blue,3,0,4,90
orange,1,2,1,91
blue,2,1,2,92
orange,3,3,1,93
blue,2,0,4,94
orange,2,3,2,95
blue,1,2,3,96
orange,3,4,2,97
blue,3,2,2,98
orange,2,2,0,99
blue,2,1,4,100
orange,2,3,2,101
blue,2,0,2,102
orange,1,3,2,103
blue,1,1,2,104
orange,2,1,1,105
blue,2,1,0,106
orange,3,2,4,107
blue,2,3,1,108
orange,1,4,4,109
blue,1,0,1,110
orange,1,1,1,111
blue,2,1,0,112
orange,1,2,0,113
blue,3,3,3,114
orange,3,1,3,115
blue,1,1,2,116
orange,2,3,2,117
blue,3,2,2,118
orange,3,0,4,119
blue,3,4,0,120
orange,1,4,2,121
blue,2,0,2,122
orange,2,1,3,123
blue,1,0,3,124
orange,1,3,3,125
blue,1,1,4,126
orange,1,1,1,127
blue,1,2,3,128
orange,1,0,2,129
blue,3,3,1,130
orange,1,2,0,131
blue,2,2,1,132
orange,1,1,1,133
blue,1,1,4,134
orange,2,0,1,135
blue,3,2,0,136
orange,3,1,3,137
blue,2,3,3,138
orange,1,4,4,139
blue,2,4,1,140
orange,3,2,4,141
blue,3,1,1,142
orange,1,3,3,143
blue,1,0,3,144
orange,1,0,0,145
blue,1,2,1,146
orange,3,1,3,147
blue,3,0,2,148
orange,2,2,2,149
blue,3,2,4,150
orange,2,4,3,151
blue,1,3,0,152
orange,1,4,4,153
blue,3,3,3,154
orange,2,2,2,155
blue,3,1,1,156
orange,3,2,4,157
blue,2,2,0,158
orange,1,2,2,159
blue,1,0,3,160
orange,1,4,4,161
blue,1,2,1,162
orange,1,2,2,163
blue,3,0,2,164
orange,1,4,0,165
blue,3,1,1,166
orange,2,4,3,167
blue,1,1,0,168
orange,2,2,2,169
blue,3,0,0,170
orange,1,1,3,171
blue,3,4,4,172
orange,3,0,2,173
blue,3,3,3,174
orange,2,0,1,175
blue,1,0,1,176
orange,3,1,1,177
blue,1,3,4,178
orange,3,2,2,179
blue,1,4,3,180
orange,3,1,1,181
blue,1,3,4,182
orange,2,2,2,183
blue,3,4,2,184
orange,3,0,0,185
blue,2,1,2,186
orange,1,0,4,187
blue,3,2,0,188
orange,1,1,3,189
blue,2,3,1,190
orange,1,3,1,191
blue,1,1,2,192
orange,2,0,1,193
blue,1,0,3,194
orange,3,4,4,195
blue,2,1,0,196
orange,1,3,2,197
blue,3,0,2,198
orange,3,1,1,199
blue,3,1,3,200
orange,3,0,2,201
blue,3,2,2,202
orange,3,1,1,203
blue,2,0,2,204
orange,1,1,0,205
blue,1,3,0,206
orange,1,2,1,207
blue,3,3,3,208
orange,2,2,0,209
blue,3,2,2,210
orange,1,3,2,211
blue,3,3,3,212
orange,3,0,0,213
blue,2,2,1,214
orange,1,2,1,215
blue,2,0,0,216
orange,1,3,3,217
blue,2,2,1,218
orange,2,4,1,219
blue,2,4,0,220
orange,1,2,2,221
blue,3,4,2,222
orange,1,0,0,223
blue,3,2,4,224
orange,1,1,1,225
blue,1,0,3,226
orange,1,3,3,227
blue,1,3,0,228
orange,2,2,2,229
blue,1,1,2,230
orange,2,0,3,231
blue,3,1,3,232
orange,2,1,1,233
blue,1,2,3,234
orange,1,1,1,235
blue,3,3,1,236
orange,1,4,4,237
blue,3,0,4,238
orange,2,0,3,239
blue,2,3,2,240
orange,2,2,2,241
blue,1,1,2,242
orange,2,0,3,243
blue,1,0,1,244
orange,2,1,1,245
blue,2,4,0,246
orange,3,2,2,247
blue,1,1,0,248
orange,1,3,3,249
blue,1,3,2,250
orange,2,2,3,251
blue,1,1,4,252
orange,2,4,2,253
blue,1,4,1,254
orange,1,0,0,255
blue,1,2,3,256
orange,3,1,1,257
blue,2,2,1,258
orange,1,1,1,259
blue,2,0,0,260
orange,3,2,2,261
blue,2,2,1,262
orange,3,3,3,263
blue,1,3,4,264
orange,1,2,2,265
blue,1,2,3,266
orange,2,3,4,267
blue,2,4,0,268
orange,1,0,0,269
blue,1,4,1,270
orange,3,1,1,271
blue,3,3,1,272
orange,3,3,3,273
blue,3,2,0,274
orange,3,4,2,275
blue,2,3,2,276
orange,3,3,1,277
blue,1,1,4,278
orange,2,1,3,279
blue,1,3,2,280
orange,3,2,2,281
blue,1,4,3,282
orange,2,0,1,283
blue,2,1,1,284
orange,3,3,1,285
blue,1,2,1,286
orange,1,1,1,287
blue,1,4,3,288
orange,2,1,3,289
blue,3,4,2,290
orange,1,0,0,291
blue,2,3,0,292
orange,2,0,1,293
blue,2,4,2,294
orange,3,4,0,295
blue,1,3,2,296
orange,3,1,3,297
blue,1,2,1,298
orange,3,4,0,299
blue,2,2,3,300
orange,2,1,3,301
blue,2,4,2,302
orange,2,0,1,303
blue,3,3,1,304
orange,2,2,2,305
blue,3,2,0,306
orange,2,1,0,307
blue,2,1,2,308
orange,3,0,4,309
blue,2,3,3,310
orange,3,1,3,311
blue,1,1,0,312
orange,1,3,3,313
blue,2,4,1,314
orange,2,3,1,315
blue,2,3,3,316
orange,1,4,2,317
blue,2,1,2,318
orange,3,0,2,319
blue,2,2,0,320
orange,2,1,0,321
blue,3,1,1,322
orange,1,2,0,323
blue,1,0,1,324
orange,1,3,1,325
blue,2,0,3,326
orange,1,0,4,327
blue,1,2,3,328
orange,2,0,2,329
blue,1,0,1,330
orange,3,1,3,331
blue,3,4,4,332
orange,1,1,3,333
blue,2,2,4,334
orange,2,3,2,335
blue,3,0,0,336
orange,2,4,0,337
blue,3,4,4,338
orange,3,0,2,339
blue,2,4,3,340
orange,1,2,2,341
blue,1,1,2,342
orange,1,4,0,343
blue,1,0,1,344
orange,1,3,1,345
blue,2,2,2,346
orange,1,1,3,347
blue,3,3,3,348
orange,1,2,2,349
blue,1,1,2,350
orange,1,4,0,351
blue,1,3,0,352
orange,2,3,2,353
blue,2,0,3,354
orange,1,4,1,355
blue,3,2,4,356
orange,1,3,2,357
blue,2,2,4,358
orange,3,1,3,359
blue,1,1,2,360
orange,3,4,0,361
blue,3,1,3,362
orange,1,2,1,363
blue,1,2,3,364
orange,1,4,3,365
blue,2,2,1,366
orange,1,2,1,367
blue,2,4,2,368
orange,2,2,4,369
blue,1,0,1,370
orange,2,0,3,371
blue,3,2,2,372
orange,2,2,2,373
blue,3,3,3,374
orange,2,2,1,375
blue,1,1,2,376
orange,1,3,3,377
blue,3,4,4,378
orange,3,1,3,379
blue,1,2,1,380
orange,2,0,0,381
blue,3,2,2,382
orange,1,1,3,383
blue,2,3,0,384
orange,1,4,0,385
blue,3,4,4,386
orange,1,3,1,387
blue,2,2,2,388
orange,1,2,2,389
blue,2,4,1,390
orange,1,2,3,391
blue,1,2,2,392
orange,1,0,1,393
blue,2,2,0,394
orange,1,3,4,395
blue,3,3,3,396
orange,3,0,2,397
blue,1,1,3,398
orange,2,1,2,399
blue,2,0,1,400
orange,2,0,4,401
blue,3,4,2,402
orange,1,4,3,403
blue,3,3,1,404
orange,1,2,1,405
blue,3,2,2,406
orange,1,1,2,407
blue,1,4,0,408
orange,1,0,1,409
blue,2,2,0,410
orange,1,1,1,411
blue,2,3,2,412
orange,3,1,3,413
blue,3,0,0,414
orange,1,0,2,415
blue,2,1,1,416
orange,1,2,0,417
blue,3,4,4,418
orange,3,0,2,419
blue,1,2,2,420
orange,2,2,3,421
blue,2,0,3,422
orange,3,1,1,423
blue,1,0,0,424
orange,1,3,1,425
blue,2,2,4,426
orange,2,4,2,427
blue,1,1,1,428
orange,1,2,2,429
blue,3,0,0,430
orange,2,2,1,431
blue,2,0,3,432
orange,2,0,0,433
blue,1,0,2,434
orange,1,1,1,435
blue,1,1,3,436
orange,1,0,2,437
blue,2,1,1,438
orange,3,3,3,439
blue,2,4,1,440
orange,2,2,1,441
blue,2,3,3,442
orange,3,4,2,443
blue,1,3,1,444
orange,2,3,3,445
blue,1,2,2,446
orange,1,2,4,447
blue,2,2,1,448
orange,1,0,2,449
blue,1,3,1,450
orange,2,4,1,451
blue,2,4,0,452
orange,3,2,0,453
blue,1,2,0,454
orange,1,2,4,455
blue,1,4,2,456
orange,3,3,1,457
blue,1,2,0,458
orange,1,3,3,459
blue,1,4,2,460
orange,3,2,2,461
blue,2,2,1,462
orange,3,4,0,463
blue,2,0,2,464
orange,1,2,4,465
blue,3,3,3,466
orange,3,0,4,467
blue,1,3,3,468
orange,3,1,3,469
blue,1,0,0,470
orange,1,0,2,471
blue,3,4,2,472
orange,1,1,3,473
blue,3,2,0,474
orange,3,2,4,475
blue,1,3,3,476
orange,2,2,2,477
blue,3,1,1,478
orange,2,1,4,479
blue,1,0,0,480
orange,1,4,2,481
blue,1,3,3,482
orange,2,2,2,483
blue,2,2,3,484
orange,2,4,3,485
blue,3,0,0,486
orange,2,2,4,487
blue,2,0,2,488
orange,2,1,2,489
blue,2,1,0,490
orange,2,2,0,491
blue,3,1,1,492
orange,3,1,3,493
blue,1,4,4,494
orange,1,3,3,495
blue,3,2,2,496
orange,3,0,2,497
blue,2,0,2,498
orange,1,2,2,499
blue,2,1,4,500
orange,1,0,4,501
blue,3,3,3,502
orange,2,4,1,503
blue,1,2,2,504
orange,3,1,3,505
blue,1,3,1,506
orange,3,2,2,507
blue,1,1,3,508
orange,3,1,1,509
blue,3,4,2,510
orange,2,2,0,511
blue,3,3,1,512
orange,3,0,0,513
blue,3,2,2,514
orange,2,1,2,515
blue,1,0,2,516
orange,2,2,0,517
blue,1,2,4,518
orange,2,0,1,519
blue,1,1,3,520
orange,2,2,2,521
blue,1,3,1,522
orange,1,2,2,523
blue,2,0,2,524
orange,2,3,4,525
blue,3,3,3,526
orange,1,2,3,527
blue,3,2,4,528
orange,2,1,3,529
blue,1,4,0,530
orange,2,0,1,531
blue,1,1,3,532
orange,3,2,2,533
blue,1,0,4,534
orange,1,1,4,535
blue,1,3,1,536
orange,3,3,3,537
blue,1,1,3,538
orange,1,4,1,539
blue,1,2,2,540
orange,3,4,4,541
blue,2,1,0,542
orange,1,3,2,543
blue,1,1,3,544
orange,1,2,1,545
blue,1,2,2,546
orange,1,0,3,547
blue,3,4,2,548
orange,1,1,2,549
blue,1,4,4,550
orange,2,2,0,551
blue,3,3,1,552
orange,2,4,1,553
blue,3,2,0,554
orange,2,2,2,555
blue,3,1,1,556
orange,2,4,1,557
blue,2,2,2,558
orange,1,0,3,559
blue,2,4,3,560
orange,2,3,3,561
blue,1,3,3,562
orange,1,3,0,563
blue,3,2,2,564
orange,1,0,3,565
blue,2,2,2,566
orange,2,1,2,567
blue,3,1,1,568
orange,3,3,3,569
blue,3,2,0,570
orange,2,3,3,571
blue,1,1,1,572
orange,1,1,2,573
blue,1,4,4,574
orange,1,3,4,575
blue,2,4,1,576
orange,3,2,2,577
blue,3,0,2,578
orange,3,1,1,579
blue,3,2,4,580
orange,2,0,3,581
blue,2,2,0,582
orange,2,1,1,583
blue,2,3,2,584
orange,3,0,0,585
blue,1,3,3,586
orange,2,1,2,587
blue,1,1,1,588
orange,2,2,4,589
blue,2,2,0,590
orange,2,0,3,591
blue,2,4,1,592
orange,3,2,2,593
blue,1,2,2,594
orange,3,0,0,595
blue,3,4,2,596
orange,1,2,3,597
blue,2,3,3,598
orange,3,2,2,599
blue,2,1,4,600
orange,3,1,1,601
blue,2,0,2,602
orange,2,2,2,603
blue,1,0,0,604
orange,1,0,1,605
blue,3,3,1,606
orange,2,0,3,607
blue,2,1,4,608
orange,2,2,4,609
blue,3,2,2,610
orange,1,1,2,611
blue,1,4,4,612
orange,3,0,0,613
blue,3,4,0,614
orange,1,3,0,615
blue,2,2,2,616
orange,2,3,2,617
blue,2,3,4,618
orange,2,4,0,619
blue,3,0,4,620
orange,3,1,1,621
blue,3,4,0,622
orange,2,3,2,623
blue,2,4,2,624
orange,1,4,1,625
blue,3,1,3,626
orange,3,2,0,627
blue,3,2,4,628
orange,2,2,4,629
blue,3,1,3,630
orange,2,3,4,631
blue,3,4,0,632
orange,1,1,4,633
blue,3,3,1,634
orange,1,0,3,635
blue,3,0,4,636
orange,1,1,2,637
blue,2,3,0,638
orange,1,0,3,639
blue,2,1,1,640
orange,1,3,0,641
blue,3,1,3,642
orange,1,2,1,643
blue,3,4,0,644
orange,1,3,0,645
blue,2,3,2,646
orange,2,2,2,647
blue,2,4,0,648
orange,1,1,2,649
blue,1,3,3,650
orange,2,4,3,651
blue,3,2,2,652
orange,2,3,1,653
blue,1,4,2,654
orange,3,0,2,655
blue,2,0,1,656
