Color,Pawn,X,Y,Turn
blue,1,2,1,0
orange,1,4,0,1
blue,1,0,3,2
orange,3,2,3,3
blue,1,0,4,4
orange,3,3,4,5
blue,1,0,1,6
orange,1,4,4,7
blue,1,0,4,8
orange,3,1,2,9
blue,1,0,1,10
orange,1,4,2,11
blue,1,0,4,12
orange,2,2,3,13
blue,1,1,3,14
orange,1,4,0,15
blue,1,1,2,16
orange,4,3,2,17
blue,1,1,0,18
orange,2,4,2,19
blue,1,0,1,20
orange,4,3,0,21
blue,1,0,2,22
orange,1,0,4,23
blue,1,0,1,24
orange,3,3,0,25
blue,1,0,2,26
orange,3,1,2,27
blue,1,0,1,28
orange,1,1,4,29
blue,1,0,2,30
orange,1,1,3,31
blue,1,0,1,32
orange,4,3,4,33
blue,1,0,2,34
orange,4,3,1,35
blue,1,0,1,36
orange,1,0,2,37
blue,1,1,0,38
orange,3,3,0,39
blue,1,0,1,40
orange,4,3,3,41
blue,1,1,0,42
orange,4,2,3,43
blue,1,0,1,44
orange,1,2,2,45
blue,1,0,2,46
orange,1,2,3,47
blue,1,0,1,48
orange,3,4,1,49
blue,1,0,2,50
orange,1,2,0,51
blue,1,0,1,52
orange,3,1,4,53
blue,1,0,2,54
orange,1,4,2,55
blue,1,0,1,56
orange,1,3,1,57
blue,1,0,2,58
orange,3,2,3,59
blue,1,0,1,60
orange,1,3,2,61
blue,1,0,4,62
orange,1,1,0,63
blue,1,0,3,64
orange,1,1,2,65
blue,1,0,4,66
orange,1,0,3,67
blue,1,1,4,68
orange,3,0,1,69
blue,1,1,0,70
orange,1,2,1,71
blue,1,0,1,72
orange,3,2,3,73
blue,1,1,3,74
orange,1,3,2,75
blue,1,1,0,76
orange,4,2,1,77
blue,1,0,1,78
orange,4,2,0,79
blue,1,0,2,80
orange,1,2,3,81
blue,1,0,1,82
orange,1,2,4,83
blue,1,0,2,84
orange,4,2,3,85
blue,1,0,4,86
orange,3,0,1,87
blue,1,0,2,88
orange,1,1,3,89
blue,1,0,3,90
orange,1,2,2,91
blue,1,0,2,92
orange,4,2,4,93
blue,1,0,3,94
orange,1,1,2,95
blue,1,0,2,96
orange,1,0,3,97
blue,1,1,1,98
orange,1,1,4,99
blue,1,0,1,100
orange,3,3,4,101
blue,1,1,2,102
orange,4,2,3,103
blue,1,0,2,104
orange,3,2,3,105
blue,1,0,4,106
orange,1,3,4,107
blue,1,0,1,108
orange,1,4,4,109
blue,1,0,4,110
orange,4,0,3,111
blue,1,1,3,112
orange,4,0,2,113
blue,1,0,3,114
orange,1,1,1,115
blue,1,0,4,116
orange,1,3,3,117
blue,1,0,3,118
orange,1,3,4,119
blue,1,1,3,120
orange,2,2,1,121
blue,1,1,0,122
orange,2,0,2,123
blue,1,0,1,124
orange,2,2,3,125
blue,1,1,1,126
orange,1,0,4,127
blue,1,1,0,128
orange,3,2,0,129
blue,1,1,2,130
orange,3,0,2,131
blue,1,0,2,132
orange,4,3,2,133
blue,1,1,4,134
orange,4,0,2,135
blue,1,1,0,136
orange,4,0,1,137
blue,1,0,1,138
orange,3,1,2,139
blue,1,0,2,140
orange,1,0,3,141
blue,1,1,1,142
orange,2,4,2,143
blue,1,0,1,144
orange,4,3,1,145
blue,1,0,4,146
orange,4,3,3,147
blue,1,1,4,148
orange,2,2,3,149
blue,1,2,3,150
orange,2,0,2,151
blue,1,0,1,152
orange,4,4,3,153
blue,1,0,2,154
orange,1,1,4,155
blue,1,0,1,156
orange,1,4,1,157
blue,1,0,2,158
orange,1,3,0,159
blue,1,0,1,160
orange,4,4,4,161
blue,1,0,2,162
orange,3,0,3,163
blue,1,0,1,164
orange,1,4,0,165
blue,1,0,2,166
orange,4,0,4,167
blue,1,0,1,168
orange,1,4,2,169
blue,1,1,1,170
orange,1,2,4,171
blue,1,0,1,172
orange,3,3,0,173
blue,1,0,2,174
orange,1,2,1,175
blue,1,0,1,176
orange,4,3,4,177
blue,1,0,2,178
orange,2,2,3,179
blue,1,1,3,180
orange,1,2,2,181
blue,1,1,0,182
orange,2,3,1,183
blue,1,1,2,184
orange,1,3,2,185
blue,1,0,2,186
orange,3,2,1,187
blue,1,0,4,188
orange,3,1,2,189
blue,1,0,1,190
orange,2,2,3,191
blue,1,0,4,192
orange,3,0,1,193
blue,1,0,2,194
orange,4,1,4,195
blue,1,1,1,196
orange,1,2,2,197
blue,1,1,0,198
orange,1,3,2,199
blue,1,1,2,200
orange,2,0,4,201
blue,1,0,2,202
orange,3,2,3,203
blue,1,0,4,204
orange,1,1,2,205
blue,1,0,1,206
orange,3,3,2,207
blue,1,0,2,208
orange,1,3,0,209
blue,1,0,1,210
orange,1,0,3,211
blue,1,0,2,212
orange,1,3,3,213
blue,1,0,1,214
orange,1,4,3,215
blue,1,0,2,216
orange,4,2,4,217
blue,1,0,1,218
orange,1,1,0,219
blue,1,0,4,220
orange,1,4,0,221
blue,1,0,1,222
orange,3,4,1,223
blue,1,0,4,224
orange,3,1,4,225
blue,1,0,1,226
orange,3,2,3,227
blue,1,0,4,228
orange,4,3,4,229
blue,1,0,1,230
orange,1,3,1,231
blue,1,0,4,232
orange,3,1,4,233
blue,1,0,1,234
orange,3,0,3,235
blue,1,0,2,236
orange,1,3,4,237
blue,1,0,1,238
orange,2,2,3,239
blue,1,1,0,240
orange,1,3,1,241
blue,1,1,2,242
orange,3,1,4,243
blue,1,0,2,244
orange,1,2,0,245
blue,1,0,4,246
orange,1,2,1,247
blue,1,0,1,248
orange,4,3,0,249
blue,1,0,4,250
orange,1,1,2,251
blue,1,0,1,252
orange,1,3,4,253
blue,1,0,2,254
orange,1,4,3,255
blue,1,0,4,256
