Color,Pawn,X,Y,Turn
blue,3,2,1,0
orange,2,4,2,1
blue,2,1,2,2
orange,2,3,0,3
blue,1,1,3,4
orange,1,3,3,5
blue,2,0,0,6
orange,2,4,2,7
blue,1,4,0,8
orange,2,3,4,9
blue,3,0,3,10
orange,2,2,2,11
blue,3,3,0,12
orange,1,2,2,13
blue,3,0,3,14
orange,1,1,1,15
blue,3,1,2,16
orange,1,0,2,17
blue,3,3,0,18
orange,2,0,1,19
blue,3,1,2,20
orange,3,1,3,21
blue,3,0,3,22
orange,1,1,1,23
blue,1,0,4,24
orange,1,0,0,25
blue,2,2,1,26
orange,2,2,0,27
blue,3,1,2,28
orange,2,3,2,29
blue,2,3,3,30
orange,1,0,0,31
blue,1,2,2,32
orange,2,1,3,33
blue,1,1,1,34
orange,3,3,1,35
blue,1,2,0,36
orange,3,2,2,37
blue,2,2,1,38
orange,1,2,2,39
blue,2,3,3,40
orange,1,0,4,41
blue,1,1,1,42
orange,2,0,1,43
blue,1,2,2,44
orange,3,4,4,45
blue,1,3,3,46
orange,3,2,2,47
blue,2,1,2,48
orange,1,4,0,49
blue,1,0,3,50
orange,1,3,1,51
blue,3,2,3,52
orange,3,1,1,53
blue,3,4,1,54
orange,1,2,0,55
blue,1,1,2,56
orange,3,4,4,57
blue,3,3,0,58
orange,2,1,3,59
blue,1,3,0,60
orange,3,2,2,61
blue,1,0,3,62
orange,1,0,2,63
blue,3,4,1,64
orange,2,2,1,65
blue,3,3,2,66
orange,1,2,4,67
blue,3,4,1,68
orange,3,3,3,69
blue,3,3,0,70
orange,2,4,2,71
blue,2,2,2,72
orange,1,1,3,73
blue,2,3,0,74
orange,1,0,4,75
blue,3,4,1,76
orange,1,3,1,77
blue,3,2,3,78
orange,2,3,4,79
blue,3,4,1,80
orange,2,2,2,81
blue,3,3,0,82
orange,1,4,0,83
blue,1,1,2,84
orange,2,1,4,85
blue,3,2,1,86
orange,3,2,4,87
blue,3,3,2,88
orange,3,4,2,89
blue,1,0,3,90
orange,2,0,2,91
blue,1,3,0,92
orange,3,3,3,93
blue,3,1,4,94
orange,1,3,1,95
blue,1,1,2,96
orange,1,2,2,97
blue,3,4,1,98
orange,1,1,3,99
blue,1,3,0,100
orange,3,4,2,101
blue,2,2,0,102
orange,3,2,4,103
blue,2,4,1,104
orange,2,2,3,105
blue,2,2,0,106
orange,3,4,2,107
blue,2,0,1,108
orange,2,4,4,109
blue,3,1,4,110
orange,3,3,1,111
blue,1,4,1,112
orange,1,2,4,113
blue,3,2,3,114
orange,1,4,2,115
blue,2,2,0,116
orange,1,2,0,117
blue,3,1,2,118
orange,3,4,0,119
blue,3,0,3,120
orange,3,2,2,121
blue,1,2,3,122
orange,3,0,0,123
blue,3,1,4,124
orange,3,1,1,125
blue,2,3,2,126
orange,3,0,0,127
blue,2,1,3,128
orange,1,2,2,129
blue,1,0,1,130
orange,3,1,1,131
blue,3,4,1,132
orange,1,4,4,133
blue,1,2,3,134
orange,3,2,2,135
blue,2,3,4,136
orange,3,4,0,137
blue,1,1,4,138
orange,2,2,3,139
blue,3,3,2,140
orange,2,0,2,141
blue,1,3,2,142
orange,1,2,0,143
blue,3,2,3,144
orange,3,2,2,145
blue,3,4,1,146
orange,1,0,2,147
blue,1,3,2,148
orange,2,1,0,149
blue,2,1,3,150
orange,3,4,0,151
blue,1,4,3,152
orange,3,2,2,153
blue,1,2,1,154
orange,3,1,1,155
blue,3,3,2,156
orange,3,0,2,157
blue,2,3,4,158
orange,1,0,1,159
blue,2,4,2,160
orange,1,1,2,161
blue,1,3,0,162
orange,2,0,2,163
blue,3,1,0,164
orange,3,1,1,165
blue,3,2,1,166
orange,3,3,3,167
blue,2,2,1,168
orange,3,4,2,169
blue,2,3,3,170
orange,2,2,3,171
blue,3,3,2,172
orange,2,0,4,173
blue,3,4,3,174
orange,1,0,1,175
blue,3,3,4,176
orange,1,3,4,177
blue,3,2,3,178
orange,1,0,1,179
blue,2,1,2,180
orange,1,1,0,181
blue,3,4,1,182
orange,1,4,3,183
blue,1,2,1,184
orange,2,2,3,185
blue,2,0,0,186
orange,3,3,1,187
blue,2,1,2,188
orange,3,4,0,189
blue,1,1,2,190
orange,3,2,2,191
blue,1,0,3,192
orange,3,3,3,193
blue,2,0,4,194
orange,2,4,4,195
blue,2,1,2,196
orange,1,2,1,197
blue,2,0,4,198
orange,3,2,4,199
blue,1,1,4,200
orange,1,3,2,201
blue,2,2,3,202
orange,1,4,3,203
blue,2,0,4,204
orange,3,4,2,205
blue,3,3,0,206
orange,1,1,0,207
blue,1,3,2,208
orange,3,2,4,209
