Color,Pawn,X,Y,Turn
blue,1,3,2,0
orange,2,3,3,1
blue,1,1,0,2
orange,2,1,2,3
blue,2,3,2,4
orange,2,3,1,5
blue,3,0,3,6
orange,1,3,1,7
blue,3,1,2,8
orange,2,4,3,9
blue,1,2,1,10
orange,1,3,4,11
blue,3,0,3,12
orange,2,2,4,13
blue,3,1,4,14
orange,3,1,1,15
blue,1,3,2,16
orange,3,2,2,17
blue,1,2,1,18
orange,3,0,4,19
blue,2,2,0,20
orange,2,3,2,21
blue,1,1,0,22
orange,3,1,3,23
blue,3,0,3,24
orange,1,1,2,25
blue,2,4,1,26
orange,2,4,0,27
blue,2,2,0,28
orange,3,2,2,29
blue,2,0,1,30
orange,1,0,3,31
blue,1,3,2,32
orange,3,1,3,33
blue,1,4,3,34
orange,3,2,2,35
blue,1,1,0,36
orange,3,3,3,37
blue,1,3,2,38
orange,3,2,4,39
blue,1,4,1,40
orange,3,3,3,41
blue,3,1,4,42
orange,3,2,4,43
blue,2,2,2,44
orange,3,3,3,45
blue,1,3,2,46
orange,2,2,1,47
blue,1,1,0,48
orange,3,4,4,49
blue,1,4,3,50
orange,2,4,0,51
blue,3,3,2,52
orange,2,2,1,53
blue,2,0,3,54
orange,1,4,1,55
blue,3,1,4,56
orange,3,1,1,57
blue,1,2,1,58
orange,2,4,0,59
blue,1,0,4,60
orange,3,3,3,61
blue,3,2,3,62
orange,2,3,2,63
blue,2,2,2,64
orange,3,2,4,65
blue,2,0,1,66
orange,3,3,3,67
blue,1,1,3,68
orange,3,4,2,69
blue,1,2,4,70
orange,3,3,1,71
blue,1,0,2,72
orange,1,2,3,73
blue,1,2,0,74
orange,1,1,2,75
blue,2,2,2,76
orange,2,4,4,77
blue,1,4,2,78
orange,1,3,0,79
blue,2,1,4,80
orange,2,2,3,81
blue,3,3,2,82
orange,1,1,2,83
blue,3,2,1,84
orange,1,2,1,85
blue,2,3,3,86
orange,1,1,0,87
blue,2,1,4,88
orange,3,4,0,89
blue,2,2,2,90
orange,1,3,2,91
blue,2,3,4,92
orange,2,0,0,93
blue,3,0,3,94
orange,1,4,3,95
blue,2,1,3,96
orange,2,2,1,97
blue,2,3,2,98
orange,1,3,4,99
blue,1,3,3,100
orange,1,1,2,101
blue,2,4,4,102
orange,2,0,0,103
blue,1,4,4,104
orange,2,2,1,105
blue,2,3,2,106
orange,3,3,1,107
blue,2,2,0,108
orange,2,4,0,109
blue,1,4,2,110
orange,2,2,1,111
blue,1,3,1,112
orange,1,0,1,113
blue,1,4,0,114
orange,3,1,3,115
blue,2,4,1,116
orange,2,3,3,117
blue,3,1,4,118
orange,3,2,2,119
blue,2,2,0,120
orange,1,1,2,121
blue,1,0,4,122
orange,1,3,0,123
blue,1,3,1,124
orange,1,0,3,125
blue,2,0,1,126
orange,3,0,4,127
blue,3,4,1,128
orange,1,1,4,129
blue,1,2,0,130
orange,1,0,3,131
blue,2,2,2,132
orange,2,1,2,133
blue,1,3,1,134
orange,1,2,1,135
blue,1,4,0,136
orange,2,3,1,137
blue,2,0,3,138
