Color,Pawn,X,Y,Turn
blue,3,1,2,0
orange,2,4,3,1
blue,1,3,1,2
orange,1,2,2,3
blue,3,0,3,4
orange,3,4,1,5
blue,1,4,2,6
orange,1,3,1,7
blue,2,2,1,8
orange,2,2,2,9
blue,2,3,3,10
orange,3,3,2,11
blue,3,1,4,12
orange,2,1,4,13
blue,2,2,1,14
orange,2,3,3,15
blue,3,0,3,16
orange,1,2,0,17
blue,3,1,4,18
orange,1,3,1,19
blue,2,0,2,20
orange,1,2,0,21
blue,2,1,0,22
orange,2,1,2,23
blue,1,2,4,24
orange,2,3,3,25
blue,1,1,3,26
orange,2,4,1,27
blue,2,0,2,28
orange,3,2,3,29
blue,1,2,4,30
orange,3,1,2,31
blue,3,0,3,32
orange,3,0,1,33
blue,2,2,1,34
orange,1,4,2,35
blue,2,4,0,36
orange,1,3,3,37
blue,1,0,2,38
orange,2,2,2,39
blue,1,1,1,40
orange,2,3,4,41
blue,2,3,2,42
orange,3,1,2,43
blue,2,4,0,44
orange,3,2,3,45
blue,1,0,0,46
orange,3,1,4,47
blue,1,2,2,48
orange,1,2,4,49
blue,2,2,1,50
orange,3,3,2,51
blue,1,3,1,52
orange,2,4,2,53
blue,1,1,3,54
orange,2,2,3,55
blue,2,0,2,56
orange,2,4,4,57
blue,1,0,4,58
orange,1,0,2,59
blue,3,2,1,60
orange,3,1,4,61
blue,3,1,0,62
orange,1,2,0,63
blue,1,2,2,64
orange,2,3,2,65
blue,1,3,1,66
orange,2,4,4,67
blue,2,2,1,68
orange,1,4,2,69
blue,3,4,3,70
orange,1,2,4,71
blue,2,4,0,72
orange,3,3,2,73
blue,1,0,4,74
orange,3,2,3,75
blue,3,3,2,76
orange,1,0,2,77
blue,3,4,3,78
orange,1,2,4,79
blue,3,3,2,80
orange,2,2,3,81
blue,1,1,3,82
orange,3,3,4,83
