Color,Pawn,X,Y,Turn
blue,2,3,2,0
orange,1,1,2,1
blue,2,2,0,2
orange,4,4,1,3
blue,3,0,4,4
orange,4,4,3,5
blue,3,1,3,6
orange,1,1,1,7
blue,2,1,2,8
orange,1,4,4,9
blue,1,4,0,10
orange,2,0,3,11
blue,2,0,4,12
orange,1,3,3,13
blue,2,2,3,14
orange,4,4,1,15
blue,2,3,1,16
orange,1,2,3,17
blue,3,0,2,18
orange,1,0,1,19
blue,2,4,3,20
orange,2,1,1,21
blue,4,0,0,22
orange,3,2,3,23
blue,3,2,4,24
orange,1,2,3,25
blue,3,1,3,26
orange,2,0,3,27
blue,3,0,4,28
orange,4,2,1,29
blue,2,3,1,30
orange,3,1,4,31
blue,2,1,2,32
orange,1,4,4,33
