Color,Pawn,X,Y,Turn
blue,1,1,2,0
orange,1,2,3,1
blue,3,1,1,2
orange,1,3,2,3
blue,1,2,3,4
orange,1,1,0,5
blue,1,1,2,6
orange,2,4,3,7
blue,1,2,3,8
orange,1,3,2,9
blue,3,2,0,10
orange,1,4,1,11
blue,2,2,1,12
orange,2,2,4,13
blue,2,0,0,14
orange,2,0,3,15
blue,1,3,4,16
orange,1,3,0,17
blue,1,1,2,18
orange,3,1,1,19
blue,1,2,3,20
orange,1,2,1,21
blue,1,3,2,22
orange,3,2,2,23
blue,1,1,4,24
orange,1,1,2,25
blue,1,4,1,26
orange,3,1,1,27
blue,3,3,1,28
orange,3,2,0,29
blue,3,0,4,30
orange,3,3,1,31
blue,1,3,0,32
orange,1,2,3,33
blue,1,4,1,34
orange,1,0,1,35
blue,1,1,4,36
orange,2,1,1,37
blue,2,2,1,38
orange,2,3,2,39
blue,2,0,0,40
orange,2,2,0,41
blue,1,4,1,42
orange,3,2,2,43
blue,2,1,2,44
orange,1,1,2,45
blue,3,1,3,46
orange,2,0,1,47
blue,2,3,1,48
orange,2,1,3,49
blue,1,3,0,50
orange,2,0,1,51
blue,2,1,2,52
orange,3,1,1,53
blue,3,0,2,54
orange,2,1,3,55
blue,3,2,4,56
orange,2,2,1,57
blue,2,3,1,58
orange,1,2,2,59
blue,1,4,1,60
orange,1,3,1,61
blue,1,3,0,62
orange,2,1,3,63
blue,1,4,1,64
orange,1,4,2,65
blue,1,2,3,66
orange,1,3,3,67
blue,1,3,4,68
orange,3,0,0,69
blue,2,1,0,70
orange,1,4,2,71
blue,3,3,3,72
orange,2,2,1,73
blue,3,2,2,74
orange,2,0,2,75
blue,2,2,2,76
orange,1,2,0,77
blue,1,4,3,78
orange,2,1,4,79
blue,3,3,3,80
orange,1,1,1,81
blue,1,2,1,82
orange,2,0,2,83
blue,1,1,0,84
orange,1,2,2,85
blue,2,4,1,86
orange,1,4,0,87
blue,1,3,2,88
orange,2,2,3,89
blue,3,2,4,90
orange,1,1,3,91
blue,1,4,3,92
orange,2,0,2,93
blue,1,3,4,94
orange,3,2,2,95
blue,2,3,3,96
orange,3,1,1,97
blue,1,0,1,98
orange,2,1,0,99
blue,2,1,2,100
orange,1,0,2,101
blue,1,3,4,102
orange,3,2,0,103
blue,2,0,0,104
orange,2,3,1,105
blue,2,1,2,106
orange,1,2,0,107
blue,1,4,3,108
orange,3,0,2,109
blue,1,3,4,110
orange,2,1,0,111
blue,2,0,0,112
orange,2,2,2,113
blue,2,1,2,114
orange,3,1,1,115
blue,1,4,3,116
orange,2,0,3,117
blue,2,0,0,118
orange,3,0,2,119
blue,1,3,4,120
orange,1,2,0,121
blue,1,4,3,122
orange,2,2,4,123
blue,1,3,4,124
orange,3,1,3,125
blue,1,4,3,126
orange,1,0,2,127
blue,1,3,4,128
orange,3,3,1,129
blue,2,1,2,130
orange,3,2,2,131
blue,2,0,0,132
orange,2,4,3,133
blue,2,1,2,134
orange,2,3,1,135
blue,2,0,0,136
orange,1,2,4,137
blue,1,4,3,138
