Color,Pawn,X,Y,Turn
blue,2,2,2,0
orange,2,2,3,1
blue,1,0,4,2
orange,1,1,2,3
blue,2,0,3,4
orange,1,0,3,5
blue,1,3,1,6
orange,2,0,4,7
blue,2,2,2,8
orange,3,1,3,9
blue,2,3,0,10
orange,1,1,2,11
blue,2,1,1,12
orange,1,0,1,13
blue,2,2,3,14
orange,3,2,4,15
blue,1,2,2,16
orange,2,3,2,17
blue,2,0,4,18
orange,3,4,2,19
blue,1,1,1,20
orange,1,1,0,21
blue,1,2,2,22
orange,2,4,4,23
blue,1,4,4,24
orange,3,3,3,25
blue,1,0,0,26
orange,1,3,2,27
blue,1,1,1,28
orange,2,2,3,29
blue,1,2,0,30
orange,2,3,1,31
blue,2,1,2,32
orange,3,4,4,33
blue,1,0,2,34
orange,1,4,3,35
blue,1,1,3,36
orange,2,1,0,37
blue,1,2,2,38
orange,2,3,1,39
blue,2,2,0,40
orange,3,3,3,41
blue,1,3,1,42
orange,3,4,4,43
blue,2,1,2,44
orange,1,3,2,45
blue,1,4,0,46
orange,1,4,1,47
blue,2,0,0,48
orange,1,3,2,49
blue,1,2,2,50
orange,1,1,0,51
blue,1,1,1,52
orange,3,3,3,53
blue,1,2,2,54
orange,3,4,2,55
blue,2,1,2,56
orange,1,0,1,57
blue,2,2,0,58
orange,1,3,4,59
blue,1,3,3,60
orange,1,4,3,61
blue,2,0,1,62
orange,1,3,4,63
blue,2,1,3,64
orange,3,2,0,65
blue,3,2,2,66
orange,1,1,2,67
blue,3,0,0,68
orange,1,0,3,69
blue,1,4,4,70
orange,1,1,4,71
blue,3,1,1,72
orange,1,0,3,73
blue,2,0,1,74
orange,1,1,2,75
blue,3,2,2,76
orange,1,3,0,77
blue,3,1,1,78
orange,2,2,3,79
blue,1,1,1,80
orange,2,0,4,81
blue,1,3,3,82
orange,1,2,1,83
blue,1,2,2,84
orange,1,0,3,85
blue,3,4,4,86
orange,3,0,2,87
blue,1,1,3,88
orange,1,1,2,89
blue,1,0,4,90
orange,1,0,1,91
blue,3,1,1,92
orange,1,3,4,93
blue,2,2,0,94
orange,1,0,1,95
blue,3,4,4,96
orange,1,1,2,97
blue,1,3,1,98
orange,3,1,1,99
blue,1,4,2,100
orange,1,3,4,101
blue,2,4,1,102
orange,3,0,0,103
blue,1,3,1,104
orange,2,2,3,105
blue,1,0,4,106
orange,1,1,2,107
blue,3,1,1,108
orange,1,0,3,109
blue,1,2,2,110
orange,2,4,2,111
blue,3,3,3,112
orange,2,3,0,113
blue,3,1,1,114
orange,1,1,2,115
blue,1,3,3,116
orange,2,1,1,117
blue,3,0,2,118
orange,1,0,3,119
blue,1,2,4,120
orange,2,1,4,121
blue,2,2,0,122
orange,1,2,1,123
blue,1,3,3,124
orange,1,1,0,125
blue,1,2,4,126
orange,3,3,3,127
blue,3,1,3,128
orange,3,1,1,129
blue,1,1,3,130
orange,1,0,1,131
blue,1,0,2,132
orange,2,2,2,133
blue,2,3,2,134
orange,3,0,0,135
blue,1,1,1,136
orange,2,1,0,137
blue,1,3,3,138
orange,1,2,3,139
blue,2,4,0,140
orange,2,0,2,141
blue,1,2,2,142
orange,2,1,4,143
blue,1,0,0,144
orange,1,0,1,145
blue,3,0,4,146
orange,1,3,4,147
blue,1,4,4,148
orange,3,1,1,149
blue,3,3,1,150
orange,1,0,1,151
blue,1,1,1,152
orange,3,0,2,153
blue,3,2,2,154
orange,3,1,1,155
blue,1,0,2,156
orange,2,2,2,157
blue,1,2,0,158
orange,1,1,2,159
blue,1,1,1,160
orange,2,4,1,161
blue,3,0,4,162
orange,2,3,3,163
blue,3,1,3,164
orange,3,2,0,165
blue,1,4,2,166
orange,3,0,2,167
blue,1,2,4,168
orange,3,2,0,169
blue,3,0,2,170
orange,3,4,2,171
blue,3,2,0,172
orange,1,2,3,173
blue,3,3,1,174
orange,2,1,4,175
blue,1,1,3,176
orange,2,0,2,177
blue,2,2,1,178
orange,2,1,0,179
blue,1,4,0,180
orange,1,0,1,181
blue,1,2,2,182
orange,1,1,2,183
blue,1,0,4,184
orange,1,0,3,185
blue,1,4,0,186
orange,2,2,2,187
blue,2,0,0,188
orange,2,3,0,189
blue,3,0,4,190
orange,1,1,2,191
blue,1,3,1,192
orange,1,3,4,193
blue,1,4,0,194
orange,2,2,2,195
blue,1,2,2,196
orange,2,3,0,197
blue,1,2,1,198
orange,1,4,3,199
blue,1,1,2,200
orange,2,4,2,201
blue,3,2,2,202
orange,3,3,3,203
blue,1,0,3,204
orange,1,3,2,205
blue,3,4,0,206
orange,3,4,2,207
blue,1,1,4,208
orange,1,4,3,209
blue,1,0,3,210
orange,2,3,4,211
blue,3,2,2,212
orange,3,2,4,213
blue,3,3,3,214
orange,1,3,4,215
blue,1,1,4,216
orange,2,4,2,217
blue,1,2,3,218
orange,2,2,1,219
blue,3,4,2,220
orange,3,0,2,221
blue,1,0,1,222
orange,3,1,1,223
blue,1,1,2,224
orange,1,4,3,225
blue,1,0,1,226
orange,1,2,1,227
blue,1,1,0,228
orange,2,3,3,229
blue,1,0,1,230
orange,3,0,2,231
blue,3,3,1,232
orange,3,1,1,233
blue,3,0,4,234
orange,1,2,4,235
blue,1,3,4,236
orange,2,2,1,237
blue,3,2,2,238
orange,2,1,3,239
blue,3,3,3,240
orange,2,3,2,241
blue,3,4,2,242
orange,2,1,3,243
blue,2,1,2,244
orange,3,0,0,245
blue,1,2,3,246
orange,1,0,2,247
blue,1,3,4,248
orange,3,4,4,249
blue,2,2,0,250
orange,3,0,0,251
blue,3,3,1,252
orange,1,1,1,253
blue,2,1,2,254
orange,1,3,3,255
blue,1,2,3,256
orange,2,0,1,257
blue,3,0,4,258
orange,1,0,0,259
blue,1,3,2,260
orange,1,2,2,261
blue,2,0,0,262
orange,1,0,0,263
blue,3,1,3,264
orange,3,1,1,265
blue,2,0,3,266
orange,2,2,0,267
blue,1,1,0,268
orange,1,1,4,269
blue,2,1,1,270
orange,2,0,1,271
blue,3,2,2,272
orange,3,3,3,273
blue,2,2,1,274
orange,1,2,3,275
blue,2,0,0,276
orange,1,4,1,277
blue,3,1,3,278
orange,2,1,3,279
blue,1,2,1,280
orange,1,2,3,281
blue,1,1,0,282
orange,3,4,2,283
blue,1,3,2,284
orange,2,0,1,285
blue,3,2,2,286
orange,1,0,1,287
blue,1,1,0,288
orange,1,1,2,289
blue,3,1,3,290
orange,3,2,0,291
blue,3,2,4,292
orange,1,2,3,293
blue,3,3,3,294
orange,3,3,1,295
blue,3,2,2,296
orange,1,1,4,297
blue,3,3,3,298
orange,3,2,0,299
blue,3,4,4,300
orange,1,2,3,301
blue,2,1,2,302
orange,3,0,2,303
blue,2,3,3,304
orange,1,0,1,305
blue,2,1,4,306
orange,2,1,3,307
blue,1,2,1,308
orange,1,0,2,309
blue,1,3,2,310
orange,3,2,0,311
blue,2,2,2,312
orange,2,3,4,313
blue,2,1,0,314
orange,2,1,3,315
blue,1,2,1,316
orange,3,0,2,317
blue,1,4,3,318
orange,1,2,4,319
blue,2,2,2,320
orange,2,0,1,321
blue,2,1,0,322
orange,2,2,2,323
blue,2,3,1,324
orange,3,1,1,325
blue,1,3,2,326
orange,3,0,0,327
blue,1,2,3,328
orange,2,0,3,329
blue,3,3,3,330
orange,1,0,2,331
blue,1,3,2,332
orange,3,2,2,333
blue,2,1,0,334
orange,1,1,1,335
blue,3,4,2,336
orange,2,2,2,337
blue,1,4,1,338
orange,2,0,1,339
blue,3,2,0,340
orange,2,2,0,341
blue,1,3,0,342
orange,1,4,4,343
blue,3,3,1,344
orange,2,2,3,345
blue,1,2,1,346
orange,2,0,4,347
blue,1,3,0,348
orange,3,3,3,349
blue,1,1,2,350
orange,3,4,2,351
blue,3,4,0,352
orange,1,3,3,353
blue,2,2,2,354
orange,1,2,4,355
blue,1,3,0,356
orange,3,3,3,357
blue,2,0,3,358
orange,1,1,3,359
blue,1,1,2,360
orange,3,4,4,361
blue,1,0,3,362
orange,1,2,2,363
blue,1,1,2,364
orange,1,3,1,365
blue,1,2,3,366
orange,3,3,3,367
blue,1,0,1,368
orange,2,2,3,369
blue,2,2,2,370
orange,3,1,1,371
blue,2,4,1,372
orange,2,4,4,373
blue,1,2,3,374
orange,1,0,4,375
blue,1,3,4,376
orange,3,0,0,377
blue,3,1,3,378
orange,2,3,2,379
blue,3,3,1,380
orange,2,4,0,381
blue,3,1,3,382
orange,1,2,2,383
blue,1,2,3,384
orange,2,3,2,385
blue,1,4,1,386
orange,1,0,4,387
blue,2,2,0,388
orange,2,1,1,389
blue,1,4,2,390
orange,3,2,2,391
blue,3,0,2,392
orange,3,1,3,393
blue,1,3,1,394
orange,3,2,4,395
blue,2,1,2,396
orange,2,0,3,397
blue,3,2,0,398
orange,2,2,4,399
blue,3,0,2,400
orange,1,1,3,401
blue,2,0,0,402
orange,1,2,4,403
