Color,Pawn,X,Y,Turn
blue,2,0,1,0
orange,2,2,3,1
blue,2,1,3,2
orange,2,4,4,3
blue,1,1,3,4
orange,3,4,1,5
blue,1,4,0,6
orange,3,3,2,7
blue,3,1,2,8
orange,3,2,3,9
blue,1,1,3,10
orange,3,1,4,11
blue,2,3,2,12
orange,3,0,3,13
blue,1,1,4,14
orange,1,2,2,15
blue,3,2,1,16
orange,1,1,1,17
blue,3,3,0,18
orange,1,0,0,19
blue,1,2,3,20
orange,1,1,1,21
blue,2,1,3,22
orange,3,2,1,23
blue,1,3,2,24
orange,3,1,0,25
blue,2,0,1,26
orange,1,0,2,27
blue,1,1,0,28
orange,2,3,2,29
blue,2,2,0,30
orange,1,2,4,31
blue,1,0,1,32
orange,1,0,2,33
blue,3,4,1,34
orange,2,2,4,35
blue,2,3,2,36
orange,3,2,1,37
blue,2,1,1,38
orange,3,0,3,39
blue,2,3,0,40
orange,2,0,3,41
blue,2,2,2,42
orange,1,2,4,43
blue,2,3,4,44
orange,1,0,2,45
blue,2,1,3,46
orange,2,2,2,47
blue,3,3,0,48
orange,1,2,0,49
blue,1,1,2,50
orange,1,0,2,51
blue,3,4,1,52
orange,2,1,0,53
blue,3,3,0,54
orange,3,1,4,55
blue,1,0,1,56
orange,2,3,1,57
blue,3,1,2,58
orange,3,3,2,59
blue,3,0,3,60
orange,3,1,4,61
blue,1,1,2,62
orange,2,2,3,63
blue,1,0,1,64
orange,2,0,4,65
blue,3,3,0,66
orange,2,2,3,67
blue,2,3,4,68
orange,1,1,3,69
blue,3,0,3,70
orange,1,4,0,71
blue,2,2,2,72
orange,2,0,4,73
blue,2,3,4,74
orange,3,3,2,75
blue,3,2,1,76
orange,3,1,0,77
blue,2,2,2,78
orange,3,4,3,79
blue,3,0,3,80
orange,3,3,4,81
blue,1,1,2,82
orange,3,2,3,83
blue,2,4,1,84
orange,3,3,2,85
blue,2,2,0,86
orange,1,2,2,87
blue,1,3,4,88
orange,3,4,1,89
blue,2,0,1,90
orange,2,2,3,91
blue,2,1,3,92
orange,1,1,1,93
blue,3,1,4,94
orange,3,3,2,95
blue,1,4,3,96
orange,2,0,2,97
blue,1,3,2,98
orange,1,0,0,99
blue,1,4,1,100
orange,1,1,1,101
blue,1,3,2,102
orange,2,1,4,103
blue,1,2,1,104
orange,1,0,0,105
blue,2,0,1,106
orange,3,4,3,107
blue,3,0,3,108
orange,1,3,3,109
blue,1,0,3,110
orange,1,1,1,111
blue,1,1,2,112
orange,1,0,2,113
blue,1,0,1,114
orange,2,1,1,115
blue,2,2,0,116
orange,2,3,0,117
blue,1,1,1,118
orange,3,2,1,119
blue,2,4,1,120
orange,1,2,4,121
blue,1,2,2,122
orange,2,4,2,123
blue,2,2,0,124
orange,2,2,3,125
blue,1,0,4,126
orange,2,1,1,127
blue,2,1,2,128
orange,3,1,0,129
blue,2,3,3,130
orange,1,3,3,131
blue,1,4,0,132
orange,2,0,3,133
blue,2,1,2,134
orange,1,3,4,135
blue,2,2,4,136
orange,2,1,1,137
blue,1,2,2,138
orange,2,3,2,139
blue,1,3,3,140
orange,1,2,3,141
blue,2,4,3,142
orange,1,1,4,143
blue,2,3,1,144
orange,3,0,1,145
blue,1,4,2,146
orange,3,1,2,147
blue,1,2,0,148
orange,2,4,4,149
blue,1,4,2,150
orange,3,2,1,151
blue,2,4,3,152
orange,1,0,3,153
blue,3,1,2,154
orange,1,2,3,155
blue,1,3,1,156
orange,1,3,2,157
blue,2,2,2,158
orange,1,2,3,159
blue,2,4,1,160
orange,3,1,0,161
blue,1,1,3,162
orange,2,3,2,163
blue,1,4,0,164
orange,1,1,2,165
blue,3,2,3,166
orange,1,3,2,167
blue,2,2,2,168
orange,3,2,1,169
blue,2,0,3,170
orange,3,1,2,171
blue,1,0,4,172
orange,2,1,3,173
blue,3,0,1,174
orange,3,2,3,175
blue,2,1,1,176
orange,3,1,4,177
blue,2,0,3,178
orange,2,2,1,179
blue,1,1,3,180
orange,2,4,2,181
blue,1,3,1,182
orange,1,2,0,183
blue,2,2,2,184
orange,3,3,2,185
blue,3,1,2,186
orange,2,3,0,187
blue,1,4,0,188
orange,1,4,2,189
blue,1,2,2,190
orange,2,1,1,191
blue,3,2,3,192
orange,1,2,0,193
blue,2,1,0,194
orange,3,4,3,195
blue,3,3,4,196
orange,2,0,3,197
blue,3,2,3,198
orange,1,1,1,199
blue,3,3,2,200
orange,1,2,2,201
blue,3,2,1,202
orange,1,4,4,203
blue,3,3,0,204
orange,3,3,2,205
blue,3,2,1,206
orange,1,3,3,207
blue,2,0,2,208
orange,2,2,4,209
blue,2,2,1,210
orange,3,2,3,211
blue,1,1,2,212
orange,1,2,2,213
blue,1,2,3,214
orange,1,0,0,215
blue,3,1,2,216
orange,1,2,2,217
blue,2,2,0,218
orange,2,3,2,219
blue,2,4,1,220
orange,2,4,0,221
blue,3,2,1,222
orange,1,3,1,223
blue,1,1,4,224
orange,1,2,0,225
blue,1,3,2,226
orange,1,0,2,227
blue,2,2,2,228
orange,2,2,1,229
blue,3,0,3,230
orange,3,3,4,231
