Color,Pawn,X,Y,Turn
blue,3,4,1,0
orange,3,2,3,1
blue,3,3,2,2
orange,2,2,3,3
blue,2,0,2,4
orange,2,0,4,5
blue,3,4,3,6
orange,3,1,4,7
blue,2,2,1,8
orange,1,3,3,9
blue,2,4,0,10
orange,1,1,1,11
blue,2,2,1,12
orange,1,0,2,13
blue,2,4,2,14
orange,1,2,4,15
blue,3,1,0,16
orange,3,3,2,17
blue,3,0,1,18
orange,3,4,3,19
blue,3,1,0,20
orange,2,2,3,21
blue,1,0,2,22
orange,3,3,2,23
blue,1,2,0,24
orange,2,0,2,25
blue,1,3,1,26
orange,3,1,4,27
blue,2,2,3,28
orange,1,1,3,29
blue,3,0,1,30
orange,1,2,2,31
blue,1,4,0,32
orange,1,3,3,33
blue,2,4,4,34
orange,2,2,1,35
blue,3,2,3,36
orange,1,4,4,37
blue,1,3,1,38
orange,1,0,0,39
blue,3,0,1,40
orange,1,4,4,41
blue,1,0,4,42
orange,2,4,0,43
blue,3,1,2,44
orange,2,2,1,45
blue,1,2,2,46
orange,3,0,3,47
blue,1,4,0,48
orange,2,0,0,49
blue,1,3,1,50
orange,1,2,2,51
blue,3,2,3,52
orange,1,3,3,53
blue,1,0,4,54
orange,3,1,2,55
blue,3,1,4,56
orange,2,2,1,57
blue,3,2,3,58
orange,2,4,2,59
blue,1,4,0,60
orange,3,3,0,61
blue,2,3,2,62
orange,3,0,3,63
blue,1,1,3,64
orange,3,3,0,65
blue,3,3,4,66
orange,1,1,1,67
