Color,Pawn,X,Y,Turn
blue,1,0,1,0
orange,3,0,3,1
blue,3,4,2,2
orange,3,1,4,3
blue,2,2,1,4
orange,3,4,1,5
blue,1,2,3,6
orange,1,3,3,7
blue,2,4,2,8
orange,1,1,1,9
blue,3,3,3,10
orange,1,2,2,11
blue,1,3,4,12
orange,1,0,4,13
blue,3,2,2,14
orange,1,4,0,15
blue,3,0,4,16
orange,3,3,0,17
blue,3,2,2,18
orange,3,4,1,19
blue,1,1,2,20
orange,1,0,4,21
blue,3,1,1,22
orange,3,3,2,23
blue,3,0,2,24
orange,1,1,3,25
blue,3,2,0,26
orange,1,3,1,27
blue,1,0,1,28
orange,1,4,0,29
blue,1,1,2,30
orange,3,4,1,31
blue,1,0,1,32
orange,3,3,2,33
blue,1,1,2,34
orange,3,2,3,35
blue,3,1,1,36
orange,3,4,1,37
blue,2,3,0,38
orange,3,1,4,39
blue,1,3,0,40
orange,2,2,3,41
blue,2,1,1,42
orange,1,2,2,43
blue,3,2,0,44
orange,1,3,1,45
