Color,Pawn,X,Y,Turn
blue,3,1,3,0
orange,3,0,1,1
blue,1,3,3,2
orange,1,4,0,3
blue,2,3,1,4
orange,2,2,2,5
blue,2,2,3,6
orange,2,3,0,7
blue,2,4,4,8
orange,2,1,1,9
blue,1,0,0,10
orange,1,0,4,11
blue,2,3,2,12
orange,1,4,0,13
blue,3,2,4,14
orange,2,2,3,15
blue,2,1,1,16
orange,1,1,3,17
blue,1,4,4,18
orange,1,2,2,19
blue,3,3,3,20
orange,2,0,4,21
blue,2,3,0,22
orange,3,1,2,23
blue,1,0,0,24
orange,3,0,3,25
blue,3,4,4,26
orange,1,1,3,27
blue,2,2,2,28
orange,2,2,3,29
blue,2,3,4,30
orange,1,0,2,31
blue,2,2,2,32
orange,1,1,1,33
blue,1,3,3,34
orange,3,3,0,35
blue,1,2,2,36
orange,1,0,2,37
blue,1,3,3,38
orange,1,2,4,39
blue,1,4,2,40
orange,2,0,4,41
blue,3,3,3,42
orange,1,3,3,43
blue,2,1,4,44
orange,3,0,3,45
blue,3,0,0,46
orange,1,2,2,47
blue,2,0,2,48
orange,3,1,2,49
blue,1,2,0,50
orange,2,1,2,51
blue,2,2,3,52
orange,3,3,4,53
blue,1,3,1,54
orange,1,0,0,55
blue,2,4,4,56
orange,1,2,2,57
blue,1,4,0,58
orange,1,1,1,59
blue,1,2,2,60
orange,2,4,2,61
blue,1,0,0,62
orange,1,2,0,63
blue,1,3,3,64
orange,2,3,4,65
blue,1,2,4,66
orange,3,4,3,67
blue,3,3,3,68
orange,1,1,1,69
blue,1,0,2,70
orange,3,2,1,71
blue,3,2,2,72
orange,2,4,0,73
blue,3,1,3,74
orange,3,3,2,75
blue,2,3,2,76
orange,3,2,3,77
blue,2,3,1,78
orange,1,2,2,79
blue,1,2,0,80
orange,3,1,4,81
blue,1,3,1,82
orange,1,0,0,83
blue,2,4,3,84
orange,3,0,3,85
blue,2,2,2,86
orange,3,3,0,87
blue,2,4,3,88
orange,3,0,3,89
blue,1,3,2,90
orange,3,1,2,91
blue,1,1,4,92
orange,3,0,1,93
blue,2,3,1,94
orange,3,1,2,95
blue,2,1,0,96
orange,3,0,3,97
blue,1,4,1,98
orange,1,1,1,99
blue,3,3,1,100
orange,1,2,2,101
blue,2,3,1,102
orange,2,2,1,103
blue,1,3,0,104
orange,1,3,1,105
blue,1,2,1,106
orange,2,4,2,107
blue,1,2,4,108
orange,3,1,2,109
blue,1,0,2,110
orange,3,0,1,111
blue,2,1,0,112
orange,1,0,1,113
blue,1,1,3,114
orange,3,1,2,115
blue,1,0,4,116
orange,1,2,3,117
blue,1,1,3,118
orange,1,1,4,119
blue,3,2,2,120
orange,2,2,3,121
blue,2,2,2,122
orange,1,2,3,123
blue,1,2,4,124
orange,2,4,2,125
blue,2,1,4,126
orange,2,2,3,127
blue,1,3,3,128
orange,1,3,2,129
blue,3,4,4,130
orange,2,3,1,131
blue,1,1,1,132
orange,2,1,2,133
blue,2,2,2,134
orange,2,2,4,135
blue,1,0,2,136
orange,1,2,3,137
blue,1,1,1,138
orange,2,1,2,139
blue,1,2,0,140
orange,3,3,0,141
blue,2,1,4,142
orange,2,4,2,143
blue,1,3,1,144
orange,1,3,2,145
blue,1,2,2,146
orange,3,0,3,147
blue,1,0,0,148
orange,1,1,4,149
blue,2,3,3,150
orange,1,4,2,151
