Color,Pawn,X,Y,Turn
blue,2,1,2,0
orange,1,0,1,1
blue,3,3,1,2
orange,2,3,2,3
blue,3,2,2,4
orange,1,1,0,5
blue,2,3,3,6
orange,2,1,3,7
blue,3,4,0,8
orange,2,3,4,9
blue,1,4,4,10
orange,3,0,0,11
blue,2,2,1,12
orange,2,4,2,13
blue,2,1,3,14
orange,2,2,3,15
blue,1,1,1,16
orange,1,4,3,17
blue,1,0,2,18
orange,1,3,2,19
blue,1,1,1,20
orange,2,4,2,21
blue,3,2,2,22
orange,1,4,3,23
blue,2,2,1,24
orange,2,2,3,25
blue,1,3,3,26
orange,2,4,2,27
blue,3,3,1,28
orange,1,1,0,29
blue,1,2,2,30
orange,2,3,0,31
blue,2,4,2,32
orange,1,2,1,33
blue,1,0,0,34
orange,1,3,2,35
blue,3,1,3,36
orange,3,1,1,37
blue,3,2,2,38
orange,1,4,1,39
blue,1,0,2,40
orange,3,0,0,41
blue,1,2,4,42
orange,1,3,0,43
blue,1,3,3,44
orange,1,2,1,45
blue,3,3,1,46
orange,1,0,3,47
blue,3,2,0,48
orange,3,2,2,49
blue,2,2,3,50
orange,1,2,1,51
blue,2,1,1,52
orange,1,1,2,53
blue,2,2,3,54
orange,2,4,2,55
blue,2,0,4,56
orange,3,1,3,57
blue,1,4,2,58
orange,2,2,1,59
blue,1,4,3,60
orange,3,2,2,61
blue,1,2,1,62
orange,1,0,1,63
blue,3,0,2,64
orange,3,1,3,65
blue,1,1,2,66
orange,2,4,0,67
blue,3,2,4,68
orange,1,1,0,69
blue,1,2,1,70
orange,2,3,2,71
blue,3,4,2,72
orange,3,2,2,73
blue,1,4,3,74
orange,2,4,0,75
blue,3,2,4,76
orange,3,3,1,77
blue,1,2,1,78
orange,1,0,1,79
blue,1,1,0,80
orange,1,2,3,81
blue,1,0,1,82
orange,3,4,2,83
blue,3,3,3,84
orange,2,3,2,85
blue,3,2,4,86
orange,2,1,3,87
blue,2,1,2,88
orange,3,3,3,89
blue,2,2,4,90
orange,3,0,0,91
blue,1,1,2,92
orange,1,0,1,93
blue,1,3,4,94
orange,1,1,0,95
blue,2,4,3,96
orange,3,2,2,97
blue,3,4,2,98
orange,1,2,1,99
blue,3,2,4,100
orange,2,0,1,101
blue,3,3,3,102
orange,3,1,3,103
blue,1,4,3,104
orange,1,1,0,105
blue,2,2,4,106
orange,3,0,2,107
blue,3,2,2,108
orange,3,1,1,109
blue,3,0,4,110
orange,3,0,0,111
blue,1,3,3,112
orange,1,4,3,113
blue,3,4,0,114
orange,1,1,0,115
blue,2,0,3,116
orange,2,2,2,117
blue,3,3,1,118
orange,1,4,3,119
blue,2,2,4,120
orange,2,1,0,121
blue,2,3,2,122
orange,1,3,2,123
blue,1,2,4,124
orange,2,3,1,125
blue,2,1,3,126
orange,1,0,4,127
blue,3,4,0,128
orange,2,2,1,129
blue,1,1,3,130
orange,3,1,1,131
blue,1,3,1,132
orange,2,4,0,133
blue,1,2,0,134
orange,3,3,3,135
blue,2,0,1,136
orange,1,1,3,137
blue,3,2,2,138
orange,2,1,4,139
blue,1,0,2,140
orange,1,4,0,141
blue,3,0,4,142
orange,3,2,4,143
blue,1,1,1,144
orange,3,3,3,145
blue,3,1,3,146
orange,1,3,1,147
blue,2,2,2,148
orange,3,2,4,149
blue,3,0,4,150
orange,1,1,3,151
blue,2,4,3,152
orange,1,4,0,153
blue,3,3,1,154
orange,3,3,3,155
blue,3,0,4,156
orange,2,3,3,157
blue,1,2,0,158
orange,1,1,3,159
blue,2,2,2,160
orange,2,1,2,161
blue,2,1,0,162
orange,3,2,4,163
blue,1,3,1,164
orange,1,0,4,165
blue,3,1,3,166
orange,1,2,2,167
blue,3,0,4,168
orange,3,3,3,169
blue,2,0,2,170
orange,1,1,1,171
blue,1,0,4,172
orange,3,2,4,173
blue,1,4,0,174
orange,1,3,3,175
blue,1,3,1,176
orange,1,4,4,177
blue,2,1,0,178
orange,2,3,3,179
blue,2,2,2,180
orange,3,0,2,181
blue,2,4,1,182
orange,3,2,4,183
blue,1,2,2,184
orange,2,1,4,185
blue,3,1,3,186
orange,2,3,3,187
blue,1,0,4,188
orange,1,2,2,189
blue,3,0,2,190
orange,1,1,3,191
blue,3,1,1,192
orange,1,2,2,193
blue,3,0,0,194
orange,1,4,0,195
blue,3,1,1,196
orange,1,2,2,197
blue,3,2,0,198
orange,2,2,1,199
blue,3,1,1,200
orange,3,4,2,201
blue,3,3,3,202
orange,1,0,0,203
blue,1,4,0,204
orange,1,3,3,205
blue,3,4,4,206
orange,2,1,3,207
blue,3,0,0,208
orange,1,3,3,209
blue,1,3,1,210
orange,1,1,1,211
blue,1,2,0,212
orange,3,3,1,213
blue,2,2,2,214
orange,1,0,0,215
blue,1,3,1,216
orange,3,4,0,217
blue,2,4,1,218
orange,1,4,4,219
blue,1,2,2,220
orange,2,0,1,221
blue,2,3,3,222
