Color,Pawn,X,Y,Turn
blue,2,1,1,0
orange,3,1,3,1
blue,2,0,3,2
orange,1,4,1,3
blue,2,1,1,4
orange,3,2,4,5
blue,2,0,3,6
orange,3,1,3,7
blue,2,1,1,8
orange,3,3,1,9
blue,2,0,3,10
orange,1,2,3,11
blue,3,4,2,12
orange,3,2,0,13
blue,2,1,1,14
orange,1,3,2,15
blue,2,2,3,16
orange,1,2,1,17
blue,2,0,2,18
orange,1,3,0,19
blue,1,4,4,20
orange,1,2,1,21
blue,3,3,1,22
orange,1,1,2,23
blue,2,1,4,24
orange,1,2,1,25
blue,2,0,2,26
orange,3,4,2,27
blue,2,1,0,28
orange,3,3,3,29
blue,2,0,2,30
orange,3,4,2,31
blue,2,1,0,32
orange,1,1,2,33
blue,2,2,2,34
orange,2,2,3,35
blue,1,3,4,36
orange,2,0,2,37
blue,2,0,3,38
orange,2,2,3,39
blue,2,2,2,40
orange,3,3,3,41
blue,2,0,3,42
orange,2,1,1,43
blue,2,2,4,44
orange,1,2,3,45
blue,2,0,3,46
orange,2,3,2,47
blue,2,1,1,48
orange,1,1,2,49
blue,2,2,3,50
orange,1,3,0,51
blue,1,4,3,52
orange,1,2,1,53
blue,2,0,4,54
orange,3,4,2,55
blue,2,2,3,56
orange,1,0,3,57
blue,1,3,4,58
orange,2,1,1,59
blue,2,0,2,60
orange,3,3,3,61
blue,2,1,0,62
orange,1,1,2,63
blue,2,2,2,64
orange,3,4,2,65
blue,2,0,3,66
orange,3,2,0,67
blue,3,0,4,68
orange,3,4,2,69
blue,3,1,3,70
orange,1,0,3,71
blue,1,1,2,72
orange,3,3,1,73
blue,1,3,4,74
orange,3,2,0,75
blue,2,2,4,76
orange,1,0,2,77
blue,2,1,2,78
orange,1,2,0,79
blue,2,0,0,80
orange,1,3,1,81
blue,2,1,2,82
orange,2,3,2,83
blue,2,0,0,84
orange,1,4,2,85
blue,2,1,2,86
orange,3,1,1,87
blue,2,0,0,88
orange,1,2,4,89
blue,2,1,2,90
orange,2,1,1,91
blue,2,0,0,92
orange,3,0,2,93
blue,1,0,1,94
orange,2,1,4,95
blue,2,2,1,96
orange,1,1,3,97
blue,2,0,2,98
orange,1,0,4,99
blue,2,1,0,100
orange,1,3,1,101
blue,2,0,2,102
orange,1,2,2,103
blue,2,2,1,104
orange,1,1,1,105
blue,2,0,0,106
orange,1,2,0,107
blue,1,1,0,108
orange,2,2,2,109
blue,1,0,1,110
orange,2,3,0,111
blue,1,1,0,112
orange,1,4,2,113
blue,2,2,1,114
orange,3,2,0,115
blue,2,0,2,116
orange,1,2,4,117
blue,2,1,4,118
orange,3,3,1,119
blue,2,0,2,120
orange,1,3,3,121
blue,2,1,4,122
orange,1,2,4,123
blue,2,0,2,124
orange,1,0,2,125
blue,2,1,4,126
orange,1,4,1,127
blue,2,2,2,128
orange,3,2,0,129
blue,2,0,3,130
orange,1,2,3,131
blue,2,2,2,132
orange,3,4,2,133
blue,2,0,3,134
orange,2,4,2,135
blue,2,2,2,136
orange,1,0,1,137
blue,2,1,4,138
orange,1,3,4,139
blue,2,0,2,140
orange,1,4,3,141
blue,2,2,1,142
orange,1,3,2,143
blue,2,1,3,144
orange,3,3,1,145
blue,2,3,4,146
orange,3,4,2,147
blue,3,0,2,148
orange,3,2,0,149
blue,2,4,2,150
orange,1,1,4,151
blue,2,2,1,152
orange,2,3,2,153
blue,2,0,0,154
orange,1,2,3,155
blue,2,2,1,156
orange,1,0,1,157
blue,2,0,2,158
orange,1,2,3,159
blue,2,2,1,160
orange,2,2,4,161
blue,2,0,2,162
orange,3,3,1,163
blue,2,2,1,164
orange,1,3,4,165
blue,2,0,0,166
orange,2,1,2,167
blue,2,2,1,168
orange,2,2,0,169
blue,2,0,0,170
orange,1,1,2,171
blue,2,2,1,172
orange,1,0,1,173
blue,2,0,2,174
orange,1,3,4,175
blue,2,1,4,176
orange,1,4,3,177
blue,2,2,2,178
orange,3,4,2,179
blue,2,0,3,180
orange,3,2,4,181
blue,2,2,2,182
orange,2,4,1,183
blue,2,0,3,184
orange,2,3,3,185
blue,2,2,2,186
orange,2,1,4,187
blue,2,0,3,188
orange,3,4,2,189
blue,2,2,2,190
orange,3,2,0,191
blue,2,0,3,192
orange,2,3,3,193
blue,2,2,2,194
orange,3,3,1,195
blue,2,0,3,196
orange,2,1,2,197
blue,2,2,2,198
orange,2,0,4,199
blue,2,0,3,200
orange,3,1,3,201
blue,2,2,2,202
orange,1,3,4,203
blue,2,0,1,204
orange,3,2,2,205
blue,2,1,3,206
orange,3,1,1,207
blue,2,0,1,208
orange,1,0,1,209
blue,2,2,0,210
orange,1,1,1,211
blue,1,3,2,212
orange,3,4,4,213
blue,1,2,1,214
orange,3,1,1,215
blue,1,1,2,216
orange,1,2,0,217
blue,1,2,1,218
orange,3,0,0,219
blue,1,1,2,220
orange,2,2,3,221
blue,1,2,1,222
orange,1,3,1,223
blue,1,1,2,224
orange,1,4,0,225
blue,1,2,1,226
orange,1,0,4,227
blue,1,1,2,228
orange,3,3,3,229
blue,1,2,1,230
orange,2,0,2,231
blue,1,1,2,232
orange,2,2,1,233
blue,1,2,1,234
orange,1,4,0,235
blue,1,1,2,236
orange,2,3,3,237
blue,1,2,1,238
orange,3,4,4,239
blue,1,1,2,240
orange,1,2,2,241
blue,1,2,1,242
orange,3,3,3,243
blue,1,1,2,244
orange,1,3,1,245
blue,1,2,1,246
orange,2,4,1,247
blue,1,1,2,248
orange,2,3,3,249
blue,1,2,1,250
orange,1,1,3,251
blue,1,1,2,252
orange,2,1,4,253
blue,1,2,1,254
orange,2,2,2,255
blue,1,1,2,256
orange,2,0,3,257
blue,1,2,1,258
orange,2,1,1,259
blue,1,1,2,260
orange,3,2,4,261
blue,1,2,1,262
orange,1,3,1,263
blue,1,1,2,264
orange,1,4,2,265
blue,1,2,1,266
orange,2,2,3,267
blue,1,1,2,268
orange,1,2,0,269
blue,1,2,1,270
orange,1,4,2,271
blue,1,1,2,272
orange,1,2,4,273
blue,1,2,1,274
orange,2,4,2,275
blue,1,1,2,276
orange,3,1,3,277
blue,1,2,1,278
orange,3,2,4,279
blue,1,1,2,280
orange,2,2,3,281
blue,1,2,1,282
orange,2,3,1,283
blue,1,1,2,284
orange,3,1,3,285
blue,1,2,1,286
orange,2,2,3,287
blue,1,1,2,288
orange,3,2,4,289
blue,1,2,1,290
orange,2,4,4,291
blue,1,1,2,292
orange,3,1,3,293
blue,1,2,1,294
orange,3,4,0,295
blue,1,1,2,296
orange,3,1,3,297
blue,1,2,1,298
orange,1,3,1,299
blue,1,1,2,300
orange,1,4,0,301
blue,1,2,1,302
orange,1,0,4,303
blue,1,1,2,304
orange,2,3,2,305
blue,1,2,1,306
orange,1,2,2,307
blue,1,1,2,308
orange,2,2,4,309
blue,1,2,1,310
orange,1,0,4,311
blue,1,1,2,312
orange,2,0,3,313
blue,1,2,1,314
orange,3,2,4,315
blue,1,1,2,316
orange,2,2,2,317
blue,1,2,1,318
orange,3,4,2,319
blue,1,1,2,320
orange,1,4,0,321
blue,1,0,1,322
orange,3,3,1,323
blue,1,1,0,324
orange,2,0,3,325
blue,1,0,1,326
orange,2,1,1,327
blue,1,1,0,328
orange,1,1,3,329
blue,1,0,1,330
orange,2,3,0,331
blue,1,1,0,332
orange,3,4,0,333
blue,1,0,1,334
orange,2,1,1,335
blue,1,1,0,336
orange,1,0,2,337
blue,1,0,1,338
orange,3,2,2,339
blue,1,1,0,340
orange,3,3,3,341
blue,1,0,1,342
orange,1,2,0,343
blue,1,1,0,344
orange,1,4,2,345
blue,1,0,1,346
orange,3,4,4,347
blue,1,1,0,348
orange,3,2,2,349
blue,1,0,1,350
orange,3,1,3,351
blue,1,1,0,352
orange,1,3,3,353
blue,1,0,1,354
orange,3,0,4,355
blue,1,1,0,356
orange,3,1,3,357
blue,1,0,1,358
orange,2,2,3,359
blue,1,1,0,360
orange,3,2,4,361
blue,1,2,1,362
orange,2,1,1,363
blue,1,0,3,364
orange,1,1,1,365
blue,1,1,2,366
orange,2,3,2,367
blue,1,0,1,368
orange,1,4,3,369
blue,1,1,0,370
orange,2,1,1,371
blue,1,2,1,372
orange,2,2,3,373
blue,1,0,3,374
orange,1,3,2,375
blue,1,1,2,376
orange,1,4,1,377
blue,1,0,1,378
orange,3,1,3,379
blue,1,1,2,380
orange,3,0,4,381
blue,1,0,1,382
orange,3,1,3,383
blue,1,1,2,384
orange,2,1,1,385
blue,1,0,1,386
orange,1,3,0,387
blue,1,1,2,388
orange,2,3,2,389
blue,1,0,1,390
orange,2,2,4,391
blue,1,1,2,392
orange,3,2,2,393
blue,1,0,1,394
orange,2,0,3,395
blue,1,1,2,396
orange,2,1,1,397
blue,1,0,1,398
orange,3,1,3,399
blue,1,1,2,400
orange,3,2,2,401
blue,2,0,1,402
orange,2,2,3,403
blue,1,0,1,404
orange,1,4,1,405
blue,2,2,0,406
orange,2,3,1,407
blue,2,3,2,408
orange,2,4,3,409
blue,2,1,1,410
orange,1,1,4,411
blue,1,4,4,412
orange,3,4,0,413
blue,2,2,3,414
orange,1,3,2,415
blue,2,1,1,416
orange,1,4,3,417
blue,1,1,1,418
orange,3,3,1,419
blue,1,0,2,420
orange,1,1,0,421
blue,2,2,3,422
orange,1,4,3,423
blue,2,1,1,424
orange,3,2,0,425
blue,1,1,3,426
orange,3,4,2,427
blue,1,0,4,428
orange,3,2,0,429
blue,1,2,2,430
orange,1,1,0,431
blue,1,1,1,432
orange,2,2,2,433
blue,1,4,4,434
orange,2,4,3,435
blue,1,1,1,436
orange,2,3,1,437
blue,1,2,2,438
orange,1,2,1,439
blue,1,1,3,440
orange,1,3,2,441
blue,1,2,4,442
orange,1,2,1,443
blue,1,4,2,444
orange,2,2,3,445
blue,2,0,3,446
orange,2,1,1,447
blue,2,2,2,448
orange,1,0,3,449
blue,1,3,3,450
orange,1,1,4,451
blue,1,2,4,452
orange,1,3,2,453
blue,1,4,2,454
orange,1,1,0,455
blue,1,2,4,456
orange,2,0,3,457
blue,1,4,2,458
orange,3,3,1,459
blue,1,3,3,460
orange,1,4,3,461
blue,1,2,4,462
orange,3,4,2,463
blue,2,0,1,464
orange,1,3,4,465
blue,1,4,2,466
orange,3,3,3,467
blue,1,2,4,468
orange,1,4,3,469
blue,2,1,3,470
orange,1,3,2,471
blue,1,4,2,472
orange,3,2,2,473
blue,1,3,3,474
orange,3,4,4,475
blue,1,2,4,476
orange,2,1,1,477
blue,1,4,2,478
orange,2,3,0,479
blue,1,3,3,480
orange,1,4,3,481
blue,1,2,4,482
orange,2,4,2,483
blue,2,0,1,484
orange,3,3,3,485
blue,2,1,3,486
orange,2,3,0,487
blue,2,0,1,488
orange,1,3,2,489
blue,1,4,2,490
orange,1,1,4,491
blue,1,3,3,492
orange,1,0,3,493
blue,1,2,4,494
orange,3,2,2,495
blue,2,1,3,496
orange,3,1,1,497
blue,2,0,1,498
orange,1,1,4,499
blue,1,4,2,500
