Color,Pawn,X,Y,Turn
blue,1,3,3,0
orange,1,1,2,1
blue,1,4,2,2
orange,1,2,3,3
blue,3,3,2,4
orange,2,1,2,5
blue,3,1,0,6
orange,1,1,4,7
blue,3,4,3,8
orange,2,0,4,9
blue,1,2,0,10
orange,1,4,1,11
blue,3,3,2,12
orange,1,2,3,13
blue,2,1,1,14
orange,1,3,4,15
blue,1,3,1,16
orange,3,2,3,17
blue,2,0,3,18
orange,3,1,2,19
blue,3,2,1,20
orange,3,2,3,21
blue,2,2,2,22
orange,1,4,3,23
blue,1,2,0,24
orange,1,1,0,25
blue,2,1,4,26
orange,1,3,2,27
blue,3,3,0,28
orange,1,4,1,29
blue,3,2,1,30
orange,3,3,2,31
blue,1,3,1,32
orange,1,3,0,33
blue,3,1,0,34
orange,1,2,1,35
blue,2,2,2,36
orange,1,1,2,37
blue,1,4,0,38
orange,1,2,3,39
blue,3,2,1,40
orange,1,1,4,41
blue,3,4,3,42
orange,3,1,0,43
blue,1,3,1,44
orange,3,2,1,45
blue,2,4,1,46
orange,3,3,0,47
blue,1,1,3,48
orange,2,1,2,49
blue,1,4,0,50
orange,1,0,3,51
blue,2,3,3,52
orange,3,4,1,53
blue,1,3,1,54
orange,3,3,2,55
blue,1,1,3,56
orange,3,2,1,57
blue,1,3,1,58
orange,2,0,0,59
blue,3,3,4,60
orange,2,1,2,61
blue,1,1,3,62
orange,2,3,1,63
blue,1,0,2,64
orange,3,1,0,65
blue,2,4,1,66
orange,1,1,4,67
blue,2,2,2,68
orange,1,0,3,69
blue,1,2,4,70
orange,3,2,1,71
blue,2,1,0,72
orange,3,1,2,73
blue,3,2,3,74
orange,3,3,0,75
blue,2,0,2,76
orange,3,4,1,77
blue,3,1,2,78
orange,2,1,2,79
blue,1,1,3,80
orange,3,3,2,81
blue,2,1,0,82
orange,2,3,3,83
blue,1,2,2,84
orange,2,4,1,85
blue,1,4,4,86
orange,2,3,3,87
blue,1,2,2,88
orange,2,1,2,89
blue,1,1,1,90
orange,2,2,0,91
blue,1,2,0,92
orange,3,2,1,93
blue,1,3,1,94
orange,3,3,2,95
blue,3,3,0,96
orange,3,4,1,97
blue,1,4,0,98
orange,1,1,4,99
blue,2,2,2,100
orange,2,4,1,101
blue,2,0,3,102
orange,2,2,0,103
blue,3,1,2,104
orange,2,4,1,105
blue,3,3,4,106
orange,1,4,1,107
blue,2,2,4,108
orange,2,2,2,109
blue,2,3,2,110
orange,2,4,1,111
blue,2,2,4,112
orange,2,3,3,113
blue,2,0,3,114
orange,3,3,2,115
blue,2,2,4,116
orange,2,4,1,117
blue,1,3,1,118
orange,2,2,2,119
blue,2,4,3,120
orange,3,2,3,121
blue,3,0,1,122
orange,2,1,0,123
blue,1,4,0,124
orange,2,0,2,125
blue,3,1,0,126
orange,1,2,0,127
blue,2,2,2,128
orange,2,1,4,129
