Color,Pawn,X,Y,Turn
blue,2,1,1,0
orange,1,4,2,1
blue,1,1,1,2
orange,3,2,2,3
blue,2,0,3,4
orange,1,3,3,5
blue,1,2,1,6
orange,1,0,0,7
blue,1,3,2,8
orange,1,1,1,9
blue,1,2,1,10
orange,3,3,3,11
blue,1,3,0,12
orange,3,2,4,13
blue,1,0,3,14
orange,3,3,3,15
blue,2,2,4,16
orange,3,4,4,17
blue,1,3,3,18
orange,2,1,3,19
blue,1,2,4,20
orange,1,2,2,21
blue,1,1,3,22
orange,2,2,1,23
blue,1,1,0,24
orange,1,4,4,25
blue,3,4,2,26
orange,2,4,0,27
blue,2,4,3,28
orange,1,3,3,29
blue,2,3,1,30
orange,1,2,4,31
blue,2,4,3,32
orange,2,3,2,33
blue,2,2,2,34
orange,1,4,2,35
blue,2,3,4,36
orange,1,3,1,37
blue,1,4,3,38
orange,1,4,2,39
blue,3,2,4,40
orange,2,2,0,41
blue,1,3,4,42
orange,3,3,3,43
blue,2,2,2,44
orange,1,1,3,45
blue,1,1,1,46
orange,1,0,4,47
blue,2,3,4,48
orange,1,4,0,49
blue,2,4,2,50
orange,3,2,2,51
blue,1,0,0,52
orange,3,3,3,53
blue,1,1,1,54
orange,1,0,4,55
blue,2,3,0,56
orange,1,3,1,57
blue,1,2,0,58
orange,3,2,2,59
blue,3,4,2,60
orange,2,0,1,61
blue,1,1,2,62
orange,2,1,3,63
blue,2,4,2,64
orange,3,3,3,65
blue,1,3,4,66
orange,1,2,0,67
blue,1,0,1,68
orange,1,4,2,69
blue,1,1,0,70
orange,3,1,1,71
blue,2,2,1,72
orange,1,0,3,73
blue,3,2,4,74
orange,3,3,3,75
blue,2,4,2,76
orange,2,3,4,77
