Color,Pawn,X,Y,Turn
blue,1,2,2,0
orange,2,3,2,1
blue,1,1,1,2
orange,1,1,3,3
blue,3,2,2,4
orange,1,2,2,5
blue,1,2,0,6
orange,1,0,0,7
blue,1,0,2,8
orange,3,0,3,9
blue,2,4,1,10
orange,2,2,4,11
blue,1,1,1,12
orange,2,1,2,13
blue,3,4,0,14
orange,1,2,2,15
blue,1,2,0,16
orange,1,4,0,17
blue,1,0,2,18
orange,2,3,3,19
blue,3,0,4,20
orange,3,3,0,21
blue,2,2,2,22
orange,1,1,3,23
blue,2,0,3,24
orange,2,1,2,25
blue,2,1,1,26
orange,2,3,3,27
blue,1,2,4,28
orange,3,0,3,29
blue,1,4,2,30
orange,1,0,4,31
blue,3,3,1,32
orange,3,3,0,33
blue,2,0,3,34
orange,2,1,2,35
blue,3,2,0,36
orange,1,3,1,37
blue,1,3,3,38
orange,1,1,3,39
blue,1,2,2,40
orange,2,3,3,41
blue,1,3,1,42
orange,2,1,4,43
blue,1,2,0,44
orange,3,1,2,45
blue,1,3,1,46
orange,2,2,2,47
blue,1,4,0,48
orange,2,1,0,49
blue,2,2,4,50
orange,3,2,3,51
blue,2,3,2,52
orange,1,2,4,53
blue,1,2,2,54
orange,2,0,2,55
blue,1,1,1,56
orange,1,3,3,57
blue,1,2,0,58
orange,2,1,0,59
blue,1,3,1,60
orange,1,2,2,61
blue,2,4,0,62
orange,1,1,1,63
blue,1,2,0,64
orange,2,0,2,65
blue,2,2,1,66
orange,3,3,2,67
blue,2,0,0,68
orange,1,2,2,69
blue,1,3,1,70
orange,3,4,3,71
blue,1,4,2,72
orange,1,4,4,73
blue,1,3,3,74
orange,2,1,4,75
blue,2,1,2,76
orange,1,1,1,77
blue,2,0,4,78
orange,1,2,0,79
blue,2,1,2,80
orange,3,3,4,81
blue,1,4,2,82
orange,2,3,3,83
blue,2,2,4,84
orange,2,1,2,85
blue,2,4,3,86
orange,2,3,1,87
blue,3,0,2,88
orange,3,1,2,89
blue,1,3,1,90
orange,1,1,3,91
blue,1,4,0,92
orange,2,1,0,93
blue,2,2,2,94
orange,3,2,1,95
blue,2,0,1,96
orange,2,2,2,97
blue,3,2,4,98
orange,2,1,4,99
blue,2,2,0,100
orange,3,3,2,101
blue,2,0,1,102
orange,3,1,0,103
blue,2,2,0,104
orange,3,2,1,105
blue,2,1,2,106
orange,3,4,3,107
blue,2,0,0,108
orange,1,0,4,109
blue,3,4,2,110
orange,3,2,1,111
blue,1,3,1,112
orange,1,1,3,113
blue,2,1,2,114
orange,3,3,2,115
blue,1,4,0,116
orange,3,4,3,117
blue,2,2,4,118
orange,1,0,2,119
blue,2,3,2,120
orange,3,1,0,121
blue,2,2,0,122
orange,1,1,3,123
blue,2,0,1,124
