Color,Pawn,X,Y,Turn
blue,2,2,1,0
orange,2,4,2,1
blue,3,0,4,2
orange,3,3,2,3
blue,2,1,3,4
orange,1,3,3,5
blue,2,2,1,6
orange,3,2,3,7
blue,1,0,1,8
orange,2,3,4,9
blue,3,2,2,10
orange,1,4,2,11
blue,3,0,4,12
orange,3,1,2,13
blue,2,1,3,14
orange,1,3,3,15
blue,1,1,2,16
orange,1,4,4,17
blue,2,0,1,18
orange,2,1,3,19
blue,1,0,3,20
orange,2,3,4,21
blue,1,1,2,22
orange,1,3,3,23
blue,1,0,3,24
orange,1,2,2,25
blue,1,3,0,26
orange,1,3,3,27
blue,2,2,2,28
orange,1,2,2,29
blue,2,1,0,30
orange,1,3,2,31
blue,1,0,3,32
orange,3,3,0,33
blue,1,1,2,34
orange,1,1,0,35
blue,2,3,1,36
orange,2,4,2,37
blue,1,3,4,38
orange,1,1,3,39
blue,1,2,3,40
orange,3,1,2,41
blue,1,1,4,42
orange,1,2,4,43
blue,2,1,2,44
orange,2,3,0,45
blue,2,3,1,46
orange,1,0,2,47
blue,2,1,2,48
orange,3,0,1,49
blue,1,3,2,50
orange,2,4,2,51
blue,3,2,2,52
orange,1,2,4,53
blue,1,1,0,54
orange,1,4,2,55
blue,3,1,3,56
orange,1,2,0,57
blue,1,3,2,58
orange,2,2,3,59
blue,3,2,2,60
orange,2,4,4,61
blue,3,1,3,62
orange,1,0,2,63
blue,3,0,4,64
orange,1,1,3,65
blue,1,2,3,66
orange,1,0,2,67
blue,3,3,1,68
orange,2,3,2,69
blue,3,4,2,70
orange,3,1,2,71
blue,2,0,0,72
orange,2,2,4,73
blue,3,2,0,74
orange,2,1,2,75
blue,1,4,1,76
orange,3,3,0,77
blue,1,3,0,78
