Color,Pawn,X,Y,Turn
blue,1,0,2,0
orange,1,4,2,1
blue,1,3,2,2
orange,3,4,3,3
blue,4,3,1,4
orange,4,1,2,5
blue,1,3,3,6
orange,1,2,0,7
blue,1,3,4,8
orange,1,2,1,9
blue,4,3,0,10
orange,1,1,2,11
blue,1,3,1,12
orange,3,2,1,13
blue,1,3,2,14
orange,4,2,2,15
blue,1,4,3,16
orange,4,0,2,17
blue,2,3,1,18
orange,1,2,0,19
blue,1,4,2,20
orange,3,4,3,21
blue,2,4,3,22
orange,4,0,1,23
blue,2,2,4,24
orange,1,3,0,25
blue,1,2,2,26
orange,4,0,2,27
blue,4,0,0,28
orange,1,0,2,29
blue,3,3,1,30
orange,1,0,1,31
blue,1,1,1,32
orange,4,4,2,33
blue,2,0,3,34
orange,4,0,2,35
blue,4,4,0,36
orange,1,0,2,37
blue,1,3,1,38
orange,1,0,3,39
blue,2,2,2,40
orange,1,1,3,41
blue,2,1,0,42
orange,1,1,0,43
blue,3,4,0,44
orange,3,2,1,45
blue,4,4,4,46
orange,1,4,3,47
blue,2,3,1,48
orange,1,1,0,49
blue,1,4,2,50
