Color,Pawn,X,Y,Turn
blue,1,1,3,0
orange,1,3,3,1
blue,1,0,3,2
orange,2,2,3,3
blue,1,0,1,4
orange,2,4,2,5
blue,1,0,2,6
orange,1,0,3,7
blue,1,0,1,8
orange,1,4,3,9
blue,1,0,2,10
orange,4,1,3,11
blue,1,0,1,12
orange,1,2,3,13
blue,1,0,2,14
orange,1,4,3,15
blue,1,0,1,16
orange,4,0,3,17
blue,1,1,0,18
orange,4,3,3,19
blue,1,0,1,20
orange,4,0,3,21
blue,1,1,0,22
orange,4,3,3,23
blue,1,0,1,24
orange,1,4,2,25
blue,1,0,2,26
orange,1,4,4,27
blue,1,0,1,28
orange,1,0,4,29
blue,1,1,0,30
orange,1,1,4,31
blue,1,0,1,32
orange,4,0,3,33
blue,1,0,2,34
orange,2,2,3,35
blue,1,0,1,36
orange,2,4,2,37
blue,1,0,2,38
orange,1,2,3,39
blue,1,0,1,40
orange,3,2,2,41
blue,1,1,0,42
orange,1,0,3,43
blue,1,0,1,44
orange,4,2,3,45
blue,1,0,4,46
orange,3,1,1,47
blue,1,0,1,48
orange,3,4,4,49
blue,1,0,2,50
orange,1,4,1,51
blue,1,0,1,52
orange,4,3,3,53
blue,1,0,2,54
orange,4,3,2,55
blue,1,0,1,56
orange,1,3,2,57
blue,1,0,2,58
orange,3,2,2,59
blue,1,0,4,60
orange,1,4,2,61
blue,1,0,3,62
orange,3,3,1,63
blue,1,0,4,64
orange,1,4,0,65
blue,1,0,3,66
orange,1,1,3,67
blue,1,0,4,68
orange,4,0,2,69
blue,1,0,3,70
orange,1,1,4,71
blue,1,0,4,72
orange,1,1,0,73
blue,1,1,4,74
orange,2,3,0,75
blue,1,1,2,76
orange,1,1,1,77
blue,1,1,3,78
orange,3,4,0,79
blue,1,0,2,80
orange,2,4,2,81
blue,1,0,1,82
orange,1,4,1,83
blue,1,1,1,84
orange,1,3,0,85
blue,1,0,0,86
orange,4,2,2,87
blue,1,0,2,88
orange,1,4,0,89
blue,1,0,1,90
orange,4,2,3,91
blue,1,0,4,92
orange,3,2,2,93
blue,1,0,1,94
orange,3,3,3,95
blue,1,0,2,96
orange,2,2,1,97
blue,1,0,1,98
orange,1,3,2,99
blue,1,0,4,100
orange,1,3,0,101
blue,1,0,1,102
orange,2,4,0,103
blue,1,0,4,104
orange,2,2,1,105
blue,1,0,1,106
orange,2,4,2,107
blue,1,0,2,108
orange,3,2,2,109
blue,1,0,4,110
orange,3,1,1,111
blue,1,0,1,112
orange,1,4,1,113
blue,1,0,2,114
orange,4,3,3,115
blue,1,0,1,116
orange,1,1,1,117
blue,1,0,2,118
orange,1,0,0,119
blue,1,0,3,120
orange,1,1,1,121
blue,1,0,1,122
orange,3,4,4,123
blue,1,0,2,124
orange,1,3,3,125
blue,1,0,1,126
orange,1,3,4,127
blue,1,0,2,128
orange,4,1,3,129
blue,1,0,1,130
orange,4,1,2,131
blue,1,0,2,132
orange,3,1,1,133
blue,1,0,1,134
orange,1,4,4,135
blue,1,0,2,136
orange,1,1,1,137
