Color,Pawn,X,Y,Turn
blue,1,3,3,0
orange,2,0,2,1
blue,3,2,2,2
orange,1,2,2,3
blue,3,0,4,4
orange,1,1,3,5
blue,1,2,4,6
orange,1,0,4,7
blue,3,4,0,8
orange,1,3,1,9
blue,2,1,2,10
orange,1,4,0,11
blue,2,3,1,12
orange,3,4,2,13
blue,2,1,0,14
orange,2,1,4,15
blue,3,3,1,16
orange,2,3,3,17
blue,1,2,0,18
orange,1,4,2,19
blue,1,0,2,20
orange,2,4,1,21
blue,1,1,3,22
orange,2,2,2,23
blue,1,2,4,24
orange,1,3,3,25
blue,3,4,0,26
orange,1,1,1,27
blue,1,0,2,28
orange,1,3,3,29
blue,3,3,1,30
orange,2,0,1,31
blue,1,2,4,32
orange,2,2,0,33
blue,2,3,1,34
orange,2,3,2,35
blue,3,1,3,36
orange,1,0,0,37
blue,3,0,2,38
orange,3,3,3,39
blue,3,1,3,40
orange,1,4,4,41
blue,3,2,2,42
orange,3,1,1,43
blue,3,3,3,44
orange,2,1,1,45
