Color,Pawn,X,Y,Turn
blue,3,3,1,0
orange,3,1,3,1
blue,1,4,4,2
orange,3,2,2,3
blue,3,2,0,4
orange,3,1,1,5
blue,1,3,3,6
orange,2,2,3,7
blue,3,3,1,8
orange,2,0,2,9
blue,1,2,2,10
orange,3,3,3,11
blue,1,4,0,12
orange,1,2,3,13
blue,1,0,4,14
orange,1,4,1,15
blue,3,2,0,16
orange,3,4,2,17
blue,3,3,1,18
orange,2,1,0,19
blue,2,2,1,20
orange,1,2,3,21
blue,3,1,3,22
orange,1,3,4,23
blue,3,4,0,24
orange,2,2,2,25
blue,1,4,0,26
orange,1,0,1,27
blue,2,3,3,28
orange,2,3,4,29
blue,1,3,1,30
orange,1,3,4,31
blue,2,1,4,32
orange,3,2,0,33
blue,1,1,3,34
orange,3,0,2,35
blue,1,2,2,36
orange,1,2,3,37
blue,1,0,0,38
orange,3,2,0,39
blue,1,2,2,40
orange,1,3,2,41
blue,1,0,4,42
orange,1,2,1,43
blue,2,2,2,44
orange,1,0,3,45
blue,2,1,0,46
orange,2,1,3,47
blue,1,4,0,48
orange,1,1,2,49
blue,2,2,2,50
orange,3,1,1,51
blue,3,3,1,52
orange,1,2,1,53
blue,2,4,3,54
orange,3,2,0,55
blue,3,4,2,56
orange,2,0,1,57
blue,3,3,1,58
orange,1,3,0,59
blue,2,2,2,60
orange,1,0,3,61
blue,2,3,0,62
orange,2,2,0,63
blue,3,1,3,64
orange,1,3,0,65
blue,1,3,1,66
orange,1,0,3,67
blue,3,0,2,68
orange,2,4,1,69
blue,2,2,2,70
orange,3,1,1,71
blue,2,1,0,72
orange,1,1,4,73
blue,2,0,2,74
orange,1,4,1,75
blue,2,2,3,76
orange,3,2,0,77
blue,2,4,4,78
orange,1,2,3,79
blue,3,1,1,80
orange,2,2,2,81
blue,1,4,2,82
orange,2,0,3,83
blue,3,0,0,84
orange,2,2,2,85
blue,1,3,1,86
orange,1,4,1,87
