Color,Pawn,X,Y,Turn
blue,2,1,2,0
orange,1,1,2,1
blue,2,3,3,2
orange,1,4,2,3
blue,2,1,4,4
orange,2,2,3,5
blue,3,0,3,6
orange,2,0,4,7
blue,1,1,1,8
orange,1,3,3,9
blue,3,2,1,10
orange,3,1,3,11
blue,3,3,0,12
orange,3,2,2,13
blue,1,0,2,14
orange,1,4,4,15
blue,3,0,3,16
orange,2,1,2,17
blue,1,2,0,18
orange,3,1,1,19
blue,2,0,2,20
orange,3,0,0,21
blue,1,4,2,22
orange,3,3,3,23
blue,2,2,3,24
orange,2,3,3,25
blue,3,3,0,26
orange,2,1,2,27
blue,2,0,4,28
orange,3,0,0,29
blue,1,2,4,30
orange,1,1,1,31
blue,1,1,3,32
orange,3,4,4,33
blue,1,2,2,34
orange,2,2,4,35
blue,3,2,1,36
orange,1,2,0,37
blue,3,1,2,38
orange,1,1,1,39
blue,1,4,0,40
orange,1,2,2,41
blue,2,1,2,42
orange,3,3,3,43
blue,3,0,3,44
orange,1,1,3,45
blue,2,2,2,46
orange,1,2,2,47
blue,2,4,1,48
orange,1,1,4,49
blue,2,2,0,50
orange,1,4,1,51
blue,2,3,2,52
orange,3,4,4,53
blue,1,2,2,54
orange,1,1,4,55
blue,1,1,1,56
orange,2,4,3,57
blue,2,4,0,58
orange,1,2,3,59
blue,3,1,4,60
orange,1,3,2,61
blue,1,0,0,62
orange,1,1,4,63
blue,1,1,1,64
orange,3,2,2,65
blue,1,4,4,66
orange,2,2,2,67
blue,1,2,2,68
orange,2,3,4,69
blue,1,2,3,70
orange,3,0,4,71
blue,1,0,1,72
orange,2,4,2,73
blue,2,2,1,74
orange,1,3,2,75
blue,1,1,2,76
orange,1,2,3,77
blue,2,3,3,78
orange,1,0,1,79
blue,2,2,1,80
orange,1,2,3,81
blue,1,0,1,82
orange,2,3,0,83
blue,1,1,0,84
orange,1,3,4,85
blue,3,3,2,86
orange,2,1,1,87
blue,2,1,3,88
orange,2,3,2,89
blue,3,4,1,90
orange,2,2,0,91
blue,2,3,2,92
orange,1,1,2,93
blue,2,4,4,94
orange,1,2,3,95
blue,1,3,2,96
orange,1,3,4,97
blue,1,1,0,98
orange,1,4,3,99
blue,1,0,1,100
orange,1,2,1,101
blue,1,1,0,102
orange,1,4,3,103
blue,3,3,0,104
orange,2,4,1,105
