Color,Pawn,X,Y,Turn
blue,3,2,2,0
orange,2,4,2,1
blue,3,3,1,2
orange,2,3,0,3
blue,3,2,2,4
orange,2,4,2,5
blue,3,1,3,6
orange,2,2,1,7
blue,3,2,2,8
orange,3,3,2,9
blue,1,2,2,10
orange,2,0,2,11
blue,1,1,1,12
orange,3,2,3,13
blue,1,0,2,14
orange,2,2,3,15
blue,3,4,4,16
orange,1,4,0,17
blue,2,3,1,18
orange,2,1,1,19
blue,2,1,0,20
orange,2,3,0,21
blue,3,1,1,22
orange,1,3,1,23
blue,3,0,0,24
orange,1,2,0,25
blue,1,0,3,26
orange,3,1,4,27
blue,2,3,1,28
orange,3,2,3,29
blue,2,2,3,30
orange,3,3,4,31
blue,2,2,2,32
orange,1,3,1,33
blue,3,4,4,34
orange,2,4,2,35
blue,2,1,0,36
orange,2,3,0,37
blue,1,1,4,38
orange,1,1,3,39
blue,1,2,3,40
orange,1,3,1,41
blue,2,0,2,42
orange,1,2,2,43
blue,2,1,4,44
orange,1,1,1,45
blue,2,0,2,46
orange,1,2,2,47
blue,1,4,1,48
orange,3,4,3,49
blue,2,1,4,50
orange,1,4,4,51
blue,3,3,3,52
orange,1,4,4,53
blue,3,2,2,54
orange,3,3,4,55
blue,2,2,2,56
orange,1,1,1,57
blue,3,1,3,58
orange,2,4,2,59
blue,3,2,2,60
orange,1,2,2,61
blue,3,0,4,62
orange,3,2,3,63
blue,1,3,0,64
orange,3,1,2,65
blue,1,4,1,66
orange,3,0,3,67
blue,2,2,3,68
orange,1,0,1,69
blue,2,3,1,70
orange,3,1,4,71
blue,3,1,3,72
orange,2,3,4,73
blue,1,3,0,74
orange,2,1,3,75
blue,3,2,4,76
orange,1,1,2,77
blue,3,1,3,78
orange,3,0,3,79
blue,1,4,1,80
orange,1,2,3,81
blue,3,0,4,82
orange,3,2,1,83
blue,2,1,0,84
orange,1,1,2,85
blue,2,2,2,86
orange,1,0,1,87
blue,1,3,0,88
orange,3,1,2,89
blue,3,1,3,90
orange,1,1,0,91
