Color,Pawn,X,Y,Turn
blue,1,3,1,0
orange,1,2,3,1
blue,2,2,2,2
orange,1,0,1,3
blue,1,0,4,4
orange,1,1,2,5
blue,1,4,0,6
orange,1,2,3,7
blue,2,4,3,8
orange,1,1,2,9
blue,1,3,1,10
orange,2,2,3,11
blue,1,0,4,12
orange,1,2,1,13
blue,1,4,0,14
orange,1,3,0,15
blue,2,3,1,16
orange,1,1,2,17
blue,2,1,0,18
orange,2,4,2,19
blue,2,2,2,20
orange,2,2,1,21
blue,2,4,1,22
orange,2,3,3,23
blue,1,2,2,24
orange,3,4,3,25
blue,1,0,4,26
orange,1,3,0,27
blue,2,2,2,28
orange,2,2,1,29
blue,2,0,3,30
orange,2,0,2,31
blue,3,1,2,32
orange,1,0,3,33
blue,3,2,3,34
orange,1,3,0,35
blue,3,1,2,36
orange,3,3,4,37
blue,2,2,2,38
orange,1,1,2,39
blue,2,4,1,40
orange,1,3,0,41
blue,1,4,0,42
orange,2,2,1,43
blue,3,0,1,44
orange,3,4,3,45
blue,1,1,3,46
orange,1,2,1,47
blue,1,3,1,48
orange,1,3,0,49
blue,1,1,3,50
orange,2,4,0,51
blue,2,2,2,52
orange,3,3,2,53
blue,1,0,2,54
orange,2,3,2,55
blue,2,1,0,56
orange,2,2,0,57
blue,2,3,1,58
orange,1,2,1,59
blue,2,1,2,60
orange,1,1,0,61
blue,1,2,0,62
orange,1,0,1,63
blue,1,1,1,64
orange,2,4,1,65
blue,1,0,0,66
orange,3,2,1,67
blue,1,2,2,68
orange,3,3,2,69
blue,1,1,3,70
orange,2,3,3,71
blue,2,0,0,72
orange,3,2,1,73
blue,3,1,0,74
orange,1,0,1,75
blue,2,1,2,76
orange,2,1,4,77
blue,1,3,1,78
orange,2,2,2,79
blue,2,3,3,80
orange,1,3,4,81
blue,2,1,2,82
orange,3,3,2,83
blue,2,2,0,84
orange,2,0,1,85
blue,1,2,2,86
orange,1,2,3,87
blue,2,3,2,88
orange,1,3,2,89
blue,1,0,4,90
orange,1,2,3,91
blue,1,1,3,92
orange,1,1,4,93
blue,2,2,4,94
orange,3,2,3,95
blue,1,0,4,96
orange,3,3,2,97
blue,2,0,3,98
orange,1,2,3,99
blue,3,2,1,100
orange,2,1,3,101
blue,1,1,3,102
orange,1,0,1,103
blue,1,0,4,104
orange,1,3,4,105
blue,3,1,2,106
orange,3,4,3,107
blue,2,2,2,108
orange,1,4,3,109
blue,2,3,0,110
orange,3,2,1,111
blue,3,0,1,112
orange,3,1,2,113
blue,3,1,0,114
orange,1,3,0,115
blue,1,1,3,116
orange,1,1,2,117
blue,1,2,2,118
orange,2,3,2,119
blue,1,0,4,120
orange,2,2,4,121
blue,2,1,1,122
orange,3,0,1,123
blue,1,1,3,124
orange,1,3,4,125
blue,3,4,3,126
orange,1,0,1,127
blue,3,1,0,128
orange,2,4,3,129
blue,2,2,3,130
orange,2,3,1,131
blue,1,2,4,132
orange,2,1,2,133
blue,2,1,1,134
orange,2,3,3,135
blue,2,2,3,136
orange,2,4,1,137
blue,2,4,2,138
orange,1,1,2,139
blue,2,2,1,140
orange,1,2,1,141
blue,2,1,3,142
orange,3,3,4,143
