Color,Pawn,X,Y,Turn
blue,2,3,1,0
orange,1,2,3,1
blue,1,1,1,2
orange,1,1,4,3
blue,1,3,3,4
orange,1,4,1,5
blue,2,1,0,6
orange,3,1,3,7
blue,1,4,4,8
orange,3,0,2,9
blue,1,3,3,10
orange,2,0,3,11
blue,3,3,1,12
orange,1,1,4,13
blue,1,4,2,14
orange,3,1,3,15
blue,3,4,0,16
orange,1,0,3,17
blue,2,2,2,18
orange,3,2,4,19
blue,2,3,0,20
orange,2,1,1,21
blue,1,2,4,22
orange,2,3,2,23
blue,1,3,3,24
orange,1,2,3,25
blue,3,3,1,26
orange,2,4,0,27
blue,1,1,1,28
orange,1,3,2,29
blue,1,0,2,30
orange,1,2,1,31
blue,1,1,3,32
orange,1,1,0,33
blue,1,0,2,34
orange,3,3,3,35
blue,3,4,2,36
orange,3,4,4,37
blue,2,4,2,38
orange,2,2,1,39
blue,2,3,4,40
orange,1,3,2,41
blue,3,3,3,42
orange,2,3,3,43
blue,3,1,1,44
orange,3,0,0,45
blue,2,1,3,46
orange,1,1,0,47
blue,3,4,4,48
orange,1,0,1,49
blue,2,3,4,50
orange,3,3,3,51
blue,2,4,2,52
orange,3,2,4,53
blue,3,0,0,54
orange,2,1,2,55
blue,2,2,1,56
orange,3,4,2,57
blue,3,3,3,58
orange,3,3,1,59
blue,2,0,0,60
orange,2,3,3,61
blue,1,2,4,62
orange,2,2,1,63
blue,1,4,2,64
orange,1,2,3,65
blue,2,1,2,66
orange,3,0,4,67
blue,3,2,4,68
orange,1,3,2,69
blue,2,0,0,70
orange,2,1,3,71
blue,1,3,3,72
orange,1,4,3,73
blue,1,2,4,74
orange,1,1,0,75
blue,1,4,2,76
orange,1,3,2,77
blue,1,3,3,78
orange,1,4,3,79
blue,3,0,2,80
orange,2,2,1,81
blue,3,2,4,82
orange,3,4,0,83
blue,1,2,4,84
orange,2,3,3,85
blue,3,1,3,86
orange,2,1,2,87
blue,1,3,1,88
orange,2,3,3,89
blue,3,2,2,90
orange,1,1,0,91
blue,3,1,3,92
orange,2,4,1,93
blue,1,1,3,94
orange,1,3,2,95
blue,1,0,2,96
orange,3,3,1,97
blue,1,2,4,98
orange,1,4,3,99
blue,1,3,3,100
orange,1,3,4,101
blue,2,1,2,102
orange,1,0,1,103
blue,3,2,2,104
orange,1,1,0,105
blue,2,2,0,106
orange,1,2,1,107
blue,3,1,1,108
orange,1,3,2,109
blue,1,2,2,110
orange,1,4,3,111
blue,2,3,2,112
