Color,Pawn,X,Y,Turn
blue,2,3,2,0
orange,1,1,3,1
blue,3,0,3,2
orange,3,3,3,3
blue,3,1,2,4
orange,1,0,4,5
blue,3,2,1,6
orange,1,2,2,7
blue,2,1,1,8
orange,3,4,4,9
blue,2,3,0,10
orange,1,0,4,11
blue,1,4,3,12
orange,3,2,2,13
blue,3,3,2,14
orange,2,2,2,15
blue,1,3,2,16
orange,2,0,1,17
blue,3,2,1,18
orange,2,2,2,19
blue,3,4,3,20
orange,2,1,4,21
blue,2,4,2,22
orange,1,2,2,23
blue,2,2,3,24
orange,1,0,4,25
blue,2,0,2,26
orange,2,2,2,27
blue,3,1,0,28
orange,1,1,3,29
blue,2,2,1,30
orange,1,2,2,31
blue,2,0,2,32
orange,3,3,3,33
blue,1,4,3,34
orange,3,4,4,35
