Color,Pawn,X,Y,Turn
blue,1,2,2,0
orange,1,1,3,1
blue,1,0,0,2
orange,1,2,4,3
blue,1,1,1,4
orange,3,2,2,5
blue,1,2,2,6
orange,1,3,3,7
blue,1,1,3,8
orange,1,2,4,9
blue,1,0,4,10
orange,3,3,1,11
blue,2,2,1,12
orange,3,4,0,13
blue,2,3,3,14
orange,3,1,3,15
blue,2,1,2,16
orange,1,1,3,17
blue,2,2,0,18
orange,3,3,1,19
blue,2,1,2,20
orange,2,2,3,21
blue,2,2,0,22
orange,3,0,4,23
blue,3,0,2,24
orange,1,1,3,25
blue,2,1,4,26
orange,2,4,2,27
blue,2,2,2,28
orange,2,3,0,29
blue,3,2,4,30
orange,2,4,2,31
blue,1,3,1,32
orange,1,0,2,33
blue,1,2,2,34
orange,3,1,3,35
blue,1,3,3,36
orange,2,2,1,37
blue,2,4,1,38
orange,2,1,3,39
blue,1,2,2,40
orange,1,2,0,41
blue,1,0,4,42
orange,1,4,2,43
blue,1,2,2,44
orange,3,0,4,45
blue,1,3,3,46
orange,1,2,0,47
blue,1,4,2,48
orange,3,1,3,49
blue,2,2,2,50
orange,2,2,1,51
blue,1,2,4,52
orange,2,4,2,53
blue,1,1,3,54
orange,2,2,3,55
blue,1,2,4,56
orange,2,4,4,57
blue,2,4,3,58
orange,3,4,0,59
blue,1,4,2,60
orange,3,2,2,61
blue,3,3,3,62
orange,1,3,1,63
blue,3,1,1,64
orange,2,2,3,65
blue,3,0,0,66
orange,1,1,3,67
blue,2,3,1,68
orange,3,4,4,69
blue,2,1,0,70
orange,1,2,4,71
blue,3,1,1,72
orange,1,3,3,73
blue,3,0,2,74
orange,3,0,0,75
blue,3,1,3,76
orange,2,0,4,77
blue,3,2,2,78
orange,3,4,4,79
blue,2,0,2,80
orange,2,1,2,81
blue,2,1,4,82
orange,2,2,0,83
blue,3,4,0,84
orange,1,2,2,85
blue,1,2,4,86
orange,1,3,1,87
blue,2,3,3,88
orange,1,4,2,89
blue,1,3,3,90
orange,1,2,0,91
blue,3,0,4,92
orange,2,0,1,93
blue,2,1,4,94
orange,2,2,0,95
blue,2,0,2,96
orange,2,3,2,97
blue,2,2,1,98
orange,2,1,1,99
blue,1,1,2,100
orange,3,3,3,101
blue,1,2,1,102
orange,1,4,4,103
blue,3,3,1,104
orange,2,3,2,105
blue,1,1,0,106
orange,1,1,1,107
blue,2,1,3,108
orange,2,2,0,109
blue,2,3,2,110
orange,3,2,4,111
blue,2,1,3,112
orange,1,2,0,113
blue,2,3,2,114
orange,2,4,1,115
blue,3,2,0,116
orange,1,3,0,117
blue,2,4,0,118
orange,2,2,0,119
blue,3,0,2,120
orange,1,4,1,121
blue,3,1,3,122
orange,3,4,2,123
blue,3,0,2,124
orange,3,2,4,125
blue,3,1,1,126
orange,1,1,4,127
blue,3,2,0,128
orange,2,1,2,129
blue,3,0,2,130
orange,3,1,3,131
blue,1,3,2,132
orange,2,0,4,133
blue,1,4,1,134
orange,2,2,3,135
blue,1,3,2,136
orange,1,0,3,137
blue,1,1,4,138
orange,1,2,1,139
blue,3,2,0,140
orange,1,1,2,141
blue,3,0,2,142
orange,1,0,3,143
blue,1,4,1,144
orange,3,0,4,145
blue,3,1,1,146
orange,3,1,3,147
blue,3,4,4,148
orange,1,2,1,149
blue,1,2,3,150
orange,3,2,2,151
blue,2,3,2,152
orange,2,4,4,153
blue,1,3,3,154
orange,3,0,4,155
blue,1,4,4,156
orange,1,1,0,157
blue,3,0,0,158
orange,2,1,2,159
blue,2,4,0,160
orange,2,0,0,161
blue,2,3,2,162
