Color,Pawn,X,Y,Turn
blue,2,3,2,0
orange,1,2,2,1
blue,3,0,1,2
orange,2,2,3,3
blue,2,2,0,4
orange,1,1,1,5
blue,2,3,2,6
orange,3,1,2,7
blue,2,1,3,8
orange,2,4,2,9
blue,1,4,4,10
orange,2,3,0,11
blue,2,3,2,12
orange,1,0,0,13
blue,2,2,4,14
orange,1,2,2,15
blue,2,3,2,16
orange,3,2,1,17
blue,2,4,0,18
orange,2,4,2,19
blue,3,1,0,20
orange,2,2,3,21
blue,2,3,2,22
orange,1,1,1,23
blue,2,1,3,24
orange,2,0,2,25
blue,2,3,4,26
orange,1,0,2,27
blue,1,1,1,28
orange,3,1,2,29
blue,1,0,0,30
orange,2,1,0,31
blue,1,1,1,32
orange,2,2,2,33
blue,1,0,0,34
orange,2,0,3,35
blue,2,1,3,36
orange,2,2,4,37
blue,2,3,4,38
orange,3,0,3,39
blue,3,4,3,40
orange,2,3,2,41
blue,2,4,2,42
orange,1,1,0,43
blue,1,4,4,44
orange,1,3,2,45
blue,3,1,0,46
orange,3,2,1,47
blue,2,2,3,48
orange,1,2,3,49
blue,3,0,1,50
orange,1,4,1,51
blue,3,1,0,52
orange,3,3,0,53
blue,1,3,3,54
orange,1,1,4,55
blue,3,2,1,56
orange,1,2,3,57
blue,1,2,4,58
orange,2,1,3,59
blue,3,1,2,60
orange,1,0,1,61
blue,1,0,2,62
orange,2,2,1,63
blue,2,1,1,64
orange,2,1,3,65
blue,3,0,3,66
orange,2,3,2,67
blue,2,0,3,68
orange,1,1,2,69
blue,1,1,3,70
orange,2,4,0,71
blue,2,2,2,72
orange,2,2,1,73
blue,2,0,1,74
orange,2,3,3,75
blue,1,4,0,76
orange,3,2,1,77
blue,1,2,2,78
orange,1,0,3,79
blue,1,0,0,80
orange,1,2,1,81
blue,2,2,0,82
orange,3,1,0,83
blue,2,1,2,84
orange,1,0,1,85
blue,1,4,4,86
orange,1,1,2,87
blue,2,2,4,88
orange,3,3,2,89
blue,1,3,3,90
orange,1,0,2,91
blue,3,3,0,92
orange,1,1,1,93
blue,1,4,2,94
orange,2,1,4,95
blue,1,2,4,96
orange,3,4,3,97
blue,2,0,3,98
orange,2,3,3,99
blue,3,1,2,100
orange,1,2,0,101
blue,2,2,2,102
orange,1,1,1,103
blue,1,0,4,104
orange,2,1,2,105
blue,2,3,0,106
orange,2,3,3,107
blue,2,4,2,108
orange,1,0,2,109
blue,3,2,3,110
orange,2,1,2,111
blue,2,2,3,112
orange,3,2,1,113
blue,2,4,2,114
orange,2,0,0,115
blue,1,1,3,116
orange,1,2,4,117
blue,1,3,1,118
orange,2,2,1,119
blue,3,1,4,120
orange,3,1,2,121
blue,2,3,0,122
orange,3,0,3,123
blue,3,4,1,124
orange,1,1,3,125
blue,2,1,1,126
orange,3,1,4,127
blue,1,2,2,128
orange,1,0,4,129
blue,3,3,0,130
orange,3,2,3,131
blue,1,4,4,132
orange,3,3,4,133
blue,2,3,0,134
orange,3,0,1,135
blue,3,2,1,136
orange,2,2,0,137
blue,3,1,2,138
orange,3,2,3,139
blue,3,2,1,140
orange,3,4,1,141
blue,1,2,2,142
orange,3,3,2,143
blue,2,4,2,144
orange,3,4,1,145
blue,1,4,4,146
orange,3,1,4,147
blue,1,2,2,148
orange,3,2,3,149
blue,1,3,1,150
orange,3,1,2,151
blue,1,2,2,152
orange,1,1,3,153
blue,3,3,2,154
orange,1,0,2,155
blue,1,4,0,156
orange,2,4,1,157
blue,3,1,0,158
orange,3,2,3,159
blue,1,2,2,160
orange,1,1,3,161
blue,1,1,1,162
orange,1,3,1,163
blue,3,2,1,164
orange,2,3,3,165
blue,2,2,1,166
orange,2,4,1,167
blue,3,3,0,168
orange,1,4,0,169
blue,2,2,2,170
orange,3,1,4,171
blue,3,0,3,172
orange,1,3,1,173
blue,2,0,3,174
orange,1,4,2,175
blue,1,2,2,176
orange,3,2,3,177
blue,2,2,4,178
orange,3,3,4,179
blue,3,2,1,180
orange,2,2,0,181
blue,1,1,1,182
orange,2,1,2,183
blue,3,1,0,184
orange,3,2,3,185
blue,1,3,3,186
orange,2,2,0,187
blue,2,4,3,188
orange,2,1,2,189
blue,2,3,1,190
orange,3,4,1,191
blue,1,2,4,192
orange,1,3,1,193
blue,2,1,0,194
orange,1,4,3,195
blue,1,1,3,196
orange,1,3,2,197
blue,2,0,2,198
orange,2,0,0,199
blue,3,0,1,200
orange,1,4,1,201
blue,1,2,4,202
orange,2,2,1,203
blue,2,1,4,204
orange,2,3,3,205
blue,3,1,0,206
orange,1,3,2,207
blue,2,2,2,208
orange,1,4,3,209
blue,2,0,3,210
orange,1,1,0,211
blue,3,3,2,212
orange,1,2,1,213
blue,1,4,2,214
orange,1,3,0,215
blue,1,3,1,216
orange,2,4,1,217
blue,1,4,0,218
orange,2,3,3,219
blue,1,3,1,220
orange,2,1,2,221
blue,3,2,1,222
orange,3,3,2,223
blue,1,0,4,224
orange,1,0,3,225
blue,3,4,3,226
orange,3,2,3,227
blue,2,2,2,228
orange,3,0,1,229
blue,2,3,0,230
orange,1,4,1,231
blue,3,3,2,232
